filename,projectname,country,version,date,formatted_date,crc,release,file_size,full_path
KB403_11A_DE_0.5.12.250911_27B0_release_Open.bin,KB403_11A,DE,0.5.12,250911,2011-09-25,27B0,release,87812,D:\Data\Document\ProductsLibrary\C线产品资料库\KB403-11A_black\固件\release\KB403_11A_0.5.12.250911_release\DE\KB403_11A_DE_0.5.12.250911_27B0_release_Open.bin
KB403_11A_JP_0.5.12.250911_E5C5_release_Open.bin,KB403_11A,JP,0.5.12,250911,2011-09-25,E5C5,release,87648,D:\Data\Document\ProductsLibrary\C线产品资料库\KB403-11A_black\固件\release\KB403_11A_0.5.12.250911_release\JP\KB403_11A_JP_0.5.12.250911_E5C5_release_Open.bin
KB403_11A_UK_0.5.12.250911_27E9_release_Open.bin,KB403_11A,UK,0.5.12,250911,2011-09-25,27E9,release,87812,D:\Data\Document\ProductsLibrary\C线产品资料库\KB403-11A_black\固件\release\KB403_11A_0.5.12.250911_release\UK\KB403_11A_UK_0.5.12.250911_27E9_release_Open.bin
KB403_11A_US_0.5.12.250911_E771_release_Open.bin,KB403_11A,US,0.5.12,250911,2011-09-25,E771,release,87648,D:\Data\Document\ProductsLibrary\C线产品资料库\KB403-11A_black\固件\release\KB403_11A_0.5.12.250911_release\US\KB403_11A_US_0.5.12.250911_E771_release_Open.bin
KB405_US_0.0.3.250828_2489_beta_Open.bin,KB405,US,0.0.3,250828,2028-08-25,2489,beta,84620,D:\Data\Document\ProductsLibrary\C线产品资料库\KB405_gray\固件\beta\KB405_0.0.3.250828_beta\US\KB405_US_0.0.3.250828_2489_beta_Open.bin
KB405_US_0.0.9.251218_49F3_release_Open.bin,KB405,US,0.0.9,251218,2018-12-25,49F3,release,81452,D:\Data\Document\ProductsLibrary\C线产品资料库\KB405_gray\固件\release\KB405_0.0.9.251218_release\US\KB405_US_0.0.9.251218_49F3_release_Open.bin
KB602_DE_0.0.1.250415_D7B0_beta_Open.bin,KB602,DE,0.0.1,250415,2015-04-25,D7B0,beta,65960,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.0.1.250415_beta\DE\KB602_DE_0.0.1.250415_D7B0_beta_Open.bin
KB602_UK_0.0.1.250415_9DAE_beta_Open.bin,KB602,UK,0.0.1,250415,2015-04-25,9DAE,beta,65896,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.0.1.250415_beta\UK\KB602_UK_0.0.1.250415_9DAE_beta_Open.bin
KB602_US_0.0.1.250415_56F8_beta_Open.bin,KB602,US,0.0.1,250415,2015-04-25,56F8,beta,65696,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.0.1.250415_beta\US\KB602_US_0.0.1.250415_56F8_beta_Open.bin
KB602_DE_0.0.1.250427_DF47_beta_Open.bin,KB602,DE,0.0.1,250427,2027-04-25,DF47,beta,72408,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.0.1.250427_beta\DE\KB602_DE_0.0.1.250427_DF47_beta_Open.bin
KB602_Uk_0.0.1.250427_BD65_beta_Open.bin,KB602,Uk,0.0.1,250427,2027-04-25,BD65,beta,72348,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.0.1.250427_beta\Uk\KB602_Uk_0.0.1.250427_BD65_beta_Open.bin
KB602_US_0.0.1.250427_B57B_beta_Open.bin,KB602,US,0.0.1,250427,2027-04-25,B57B,beta,72148,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.0.1.250427_beta\US\KB602_US_0.0.1.250427_B57B_beta_Open.bin
KB602_DE_0.0.1.250428_DD10_beta_Open.bin,KB602,DE,0.0.1,250428,2028-04-25,DD10,beta,72416,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.0.1.250428_beta\DE\KB602_DE_0.0.1.250428_DD10_beta_Open.bin
KB602_Uk_0.0.1.250428_C086_beta_Open.bin,KB602,Uk,0.0.1,250428,2028-04-25,C086,beta,72356,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.0.1.250428_beta\Uk\KB602_Uk_0.0.1.250428_C086_beta_Open.bin
KB602_US_0.0.1.250428_BC79_beta_Open.bin,KB602,US,0.0.1,250428,2028-04-25,BC79,beta,72160,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.0.1.250428_beta\US\KB602_US_0.0.1.250428_BC79_beta_Open.bin
KB602_DE_0.4.2.250521_E3D9_beta_Open.bin,KB602,DE,0.4.2,250521,2021-05-25,E3D9,beta,72496,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.4.2.250521_beta\DE\KB602_DE_0.4.2.250521_E3D9_beta_Open.bin
KB602_UK_0.4.2.250521_B4C3_beta_Open.bin,KB602,UK,0.4.2,250521,2021-05-25,B4C3,beta,72428,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.4.2.250521_beta\UK\KB602_UK_0.4.2.250521_B4C3_beta_Open.bin
KB602_US_0.4.2.250521_C6B1_beta_Open.bin,KB602,US,0.4.2,250521,2021-05-25,C6B1,beta,72232,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\KB602_0.4.2.250521_beta\US\KB602_US_0.4.2.250521_C6B1_beta_Open.bin
KB602_DE_0.4.2.250521_E3D9_release_Open.bin,KB602,DE,0.4.2,250521,2021-05-25,E3D9,release,72496,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\release\KB602_0.4.2.250521_release\DE\KB602_DE_0.4.2.250521_E3D9_release_Open.bin
KB602_UK_0.4.2.250521_B4C3_release_Open.bin,KB602,UK,0.4.2,250521,2021-05-25,B4C3,release,72428,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\release\KB602_0.4.2.250521_release\UK\KB602_UK_0.4.2.250521_B4C3_release_Open.bin
KB602_US_0.4.2.250521_C6B1_release_Open.bin,KB602,US,0.4.2,250521,2021-05-25,C6B1,release,72232,D:\Data\Document\ProductsLibrary\C线产品资料库\KB602_black\固件\release\KB602_0.4.2.250521_release\US\KB602_US_0.4.2.250521_C6B1_release_Open.bin
KB604_DE_0.0.18.251217_928A_beta_Open.bin,KB604,DE,0.0.18,251217,2017-12-25,928A,beta,90872,D:\Data\Document\ProductsLibrary\C线产品资料库\KB604_black\固件\beta\KB604_0.0.18.251217_beta\DE\KB604_DE_0.0.18.251217_928A_beta_Open.bin
KB604_JP_0.0.18.251217_264_beta_Open.bin,KB604,JP,0.0.18,251217,2017-12-25,264,beta,90616,D:\Data\Document\ProductsLibrary\C线产品资料库\KB604_black\固件\beta\KB604_0.0.18.251217_beta\JP\KB604_JP_0.0.18.251217_264_beta_Open.bin
KB604_UK_0.0.18.251217_56B9_beta_Open.bin,KB604,UK,0.0.18,251217,2017-12-25,56B9,beta,90812,D:\Data\Document\ProductsLibrary\C线产品资料库\KB604_black\固件\beta\KB604_0.0.18.251217_beta\UK\KB604_UK_0.0.18.251217_56B9_beta_Open.bin
KB604_DE_0.0.7.251204_D2E7_beta_Open.bin,KB604,DE,0.0.7,251204,2004-12-25,D2E7,beta,96196,D:\Data\Document\ProductsLibrary\C线产品资料库\KB604_black\固件\beta\KB604_0.0.7.251204_beta\DE\KB604_DE_0.0.7.251204_D2E7_beta_Open.bin
KB604_JP_0.0.7.251205_9F62_beta_Open.bin,KB604,JP,0.0.7,251205,2005-12-25,9F62,beta,95940,D:\Data\Document\ProductsLibrary\C线产品资料库\KB604_black\固件\beta\KB604_0.0.7.251204_beta\JP\KB604_JP_0.0.7.251205_9F62_beta_Open.bin
KB604_UK_0.0.7.251204_C51F_beta_Open.bin,KB604,UK,0.0.7,251204,2004-12-25,C51F,beta,96132,D:\Data\Document\ProductsLibrary\C线产品资料库\KB604_black\固件\beta\KB604_0.0.7.251204_beta\UK\KB604_UK_0.0.7.251204_C51F_beta_Open.bin
KB903_DE_0.0.6.250801_DFB1_beta_Open.bin,KB903,DE,0.0.6,250801,2001-08-25,DFB1,beta,89288,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-11A_black\固件\bate\KB903_0.0.6.250801_beta\DE\KB903_DE_0.0.6.250801_DFB1_beta_Open.bin
KB903_JP_0.0.6.250801_C8F1_beta_Open.bin,KB903,JP,0.0.6,250801,2001-08-25,C8F1,beta,89288,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-11A_black\固件\bate\KB903_0.0.6.250801_beta\JP\KB903_JP_0.0.6.250801_C8F1_beta_Open.bin
KB903_UK_0.0.6.250801_E0CE_beta_Open.bin,KB903,UK,0.0.6,250801,2001-08-25,E0CE,beta,89288,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-11A_black\固件\bate\KB903_0.0.6.250801_beta\UK\KB903_UK_0.0.6.250801_E0CE_beta_Open.bin
KB903_US_0.0.6.250801_C9BA_beta_Open.bin,KB903,US,0.0.6,250801,2001-08-25,C9BA,beta,89288,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-11A_black\固件\bate\KB903_0.0.6.250801_beta\US\KB903_US_0.0.6.250801_C9BA_beta_Open.bin
KB903_US_0.0.8.250624_E8FA_beta_Open.bin,KB903,US,0.0.8,250624,2024-06-25,E8FA,beta,88628,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-11A_black\固件\KB903_0.0.1.250522_alpha\US\KB903_US_0.0.8.250624_E8FA_beta_Open.bin
KB903_DE_0.1.5.250722_D88D_beta_Open.bin,KB903,DE,0.1.5,250722,2022-07-25,D88D,beta,88532,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\beta\KB903_0.1.5.250722_beta\DE\KB903_DE_0.1.5.250722_D88D_beta_Open.bin
KB903_UK_0.1.5.250722_D8A2_beta_Open.bin,KB903,UK,0.1.5,250722,2022-07-25,D8A2,beta,88532,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\beta\KB903_0.1.5.250722_beta\UK\KB903_UK_0.1.5.250722_D8A2_beta_Open.bin
KB903_US_0.1.5.250722_CF5A_beta_Open.bin,KB903,US,0.1.5,250722,2022-07-25,CF5A,beta,88520,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\beta\KB903_0.1.5.250722_beta\US\KB903_US_0.1.5.250722_CF5A_beta_Open.bin
KB903_DE_0.2.1.250812_DA73_beta_Open.bin,KB903,DE,0.2.1,250812,2012-08-25,DA73,beta,89252,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\beta\KB903_0.2.1.250812_beta\DE\KB903_DE_0.2.1.250812_DA73_beta_Open.bin
KB903_UK_0.2.1.250812_DA88_beta_Open.bin,KB903,UK,0.2.1,250812,2012-08-25,DA88,beta,89252,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\beta\KB903_0.2.1.250812_beta\UK\KB903_UK_0.2.1.250812_DA88_beta_Open.bin
KB903_US_0.2.1.250812_D617_beta_Open.bin,KB903,US,0.2.1,250812,2012-08-25,D617,beta,89244,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\beta\KB903_0.2.1.250812_beta\US\KB903_US_0.2.1.250812_D617_beta_Open.bin
KB903_DE_0.2.3.250815_1244_beta_Open.bin,KB903,DE,0.2.3,250815,2015-08-25,1244,beta,89356,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\beta\KB903_0.2.3.250815_beta\DE\KB903_DE_0.2.3.250815_1244_beta_Open.bin
KB903_UK_0.2.3.250815_1259_beta_Open.bin,KB903,UK,0.2.3,250815,2015-08-25,1259,beta,89356,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\beta\KB903_0.2.3.250815_beta\UK\KB903_UK_0.2.3.250815_1259_beta_Open.bin
KB903_US_0.2.3.250815_B23_beta_Open.bin,KB903,US,0.2.3,250815,2015-08-25,B23,beta,89344,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\beta\KB903_0.2.3.250815_beta\US\KB903_US_0.2.3.250815_B23_beta_Open.bin
KB903_DE_0.0.3.250522_E948_beta_Open.bin,KB903,DE,0.0.3,250522,2022-05-25,E948,beta,88688,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\KB903_0.0.3.250522_beta\DE\KB903_DE_0.0.3.250522_E948_beta_Open.bin
KB903_UK_0.0.3.250522_E946_beta_Open.bin,KB903,UK,0.0.3,250522,2022-05-25,E946,beta,88688,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\KB903_0.0.3.250522_beta\UK\KB903_UK_0.0.3.250522_E946_beta_Open.bin
KB903_US_0.0.3.250522_AB57_beta_Open.bin,KB903,US,0.0.3,250522,2022-05-25,AB57,beta,88516,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\KB903_0.0.3.250522_beta\US\KB903_US_0.0.3.250522_AB57_beta_Open.bin
KB903_DE_0.0.8.250619_C61_beta_Open.bin,KB903,DE,0.0.8,250619,2019-06-25,C61,beta,88788,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\KB903_0.0.8.250619_beta\DE\KB903_DE_0.0.8.250619_C61_beta_Open.bin
KB903_UK_0.0.8.250619_C96_beta_Open.bin,KB903,UK,0.0.8,250619,2019-06-25,C96,beta,88788,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\KB903_0.0.8.250619_beta\UK\KB903_UK_0.0.8.250619_C96_beta_Open.bin
KB903_US_0.0.8.250619_EAF6_beta_Open.bin,KB903,US,0.0.8,250619,2019-06-25,EAF6,beta,88624,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\KB903_0.0.8.250619_beta\US\KB903_US_0.0.8.250619_EAF6_beta_Open.bin
KB903_DE_0.1.5.250627_4CF1_beta_Open.bin,KB903,DE,0.1.5,250627,2027-06-25,4CF1,beta,88928,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\KB903_0.1.5.250627_beta\DE\KB903_DE_0.1.5.250627_4CF1_beta_Open.bin
KB903_UK_0.1.5.250627_4D06_beta_Open.bin,KB903,UK,0.1.5,250627,2027-06-25,4D06,beta,88928,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\KB903_0.1.5.250627_beta\UK\KB903_UK_0.1.5.250627_4D06_beta_Open.bin
KB903_US_0.1.5.250627_3846_beta_Open.bin,KB903,US,0.1.5,250627,2027-06-25,3846,beta,88920,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\KB903_0.1.5.250627_beta\US\KB903_US_0.1.5.250627_3846_beta_Open.bin
KB903_DE_0.4.3.250915_A4A2_release_Open.bin,KB903,DE,0.4.3,250915,2015-09-25,A4A2,release,88256,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\release\KB903_0.4.3.250915_release\DE\KB903_DE_0.4.3.250915_A4A2_release_Open.bin
KB903_UK_0.4.3.250915_A4B7_release_Open.bin,KB903,UK,0.4.3,250915,2015-09-25,A4B7,release,88256,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\release\KB903_0.4.3.250915_release\UK\KB903_UK_0.4.3.250915_A4B7_release_Open.bin
KB903_US_0.4.3.250915_A433_release_Open.bin,KB903,US,0.4.3,250915,2015-09-25,A433,release,88248,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\release\KB903_0.4.3.250915_release\US\KB903_US_0.4.3.250915_A433_release_Open.bin
N0073_N0074_NeoMagic_DE_0.2.3.250904_F3A4_release_Open.bin,N0073_N0074_NeoMagic,DE,0.2.3,250904,2004-09-25,F3A4,release,89300,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\release\N0073_N0074_NeoMagic_0.2.3.250904_release\DE\N0073_N0074_NeoMagic_DE_0.2.3.250904_F3A4_release_Open.bin
N0073_N0074_NeoMagic_UK_0.2.3.250904_F3B9_release_Open.bin,N0073_N0074_NeoMagic,UK,0.2.3,250904,2004-09-25,F3B9,release,89300,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\release\N0073_N0074_NeoMagic_0.2.3.250904_release\UK\N0073_N0074_NeoMagic_UK_0.2.3.250904_F3B9_release_Open.bin
N0073_N0074_NeoMagic_US_0.2.3.250904_F236_release_Open.bin,N0073_N0074_NeoMagic,US,0.2.3,250904,2004-09-25,F236,release,89292,D:\Data\Document\ProductsLibrary\C线产品资料库\KB903-13A_black\固件\release\N0073_N0074_NeoMagic_0.2.3.250904_release\US\N0073_N0074_NeoMagic_US_0.2.3.250904_F236_release_Open.bin
