scan_time分析报告 - baseus-主板固定60Hz发送4.txt
==================================================

基本统计信息:
  总数据包数: 1475
  有效scan_time数: 1475
  最大scan_time值: 19950
  最小scan_time值: 0
  scan_time范围: 19950

递增规律分析:
  理论递增值: 150
  实际平均递增值: 149.25
  递增值标准差: 8.61
  最小递增值: 50
  最大递增值: 150

重置分析:
  检测到重置次数: 11
  重置点位置: [134, 268, 402, 536, 670, 804, 938, 1072, 1206, 1340]...
  平均重置间隔: 122.9 包/次

一致性评估:
  一致性评分: 0.104 (1.0为完美一致)
  评估结果: 较差 - scan_time递增不稳定

详细数据:
序号	时间戳		scan_time	递增值
51	20:15:53.728	7500		150.0
52	20:15:53.758	7650		150.0
53	20:15:53.773	7800		150.0
54	20:15:53.788	7950		150.0
55	20:15:53.803	8100		150.0
56	20:15:53.818	8250		150.0
57	20:15:53.833	8400		150.0
58	20:15:53.848	8550		150.0
59	20:15:53.863	8700		150.0
60	20:15:53.877	8850		150.0
61	20:15:53.893	9000		150.0
62	20:15:53.923	9150		150.0
63	20:15:53.937	9300		150.0
64	20:15:53.953	9450		150.0
65	20:15:53.968	9600		150.0
66	20:15:53.982	9750		150.0
67	20:15:53.998	9900		150.0
68	20:15:54.013	10050		150.0
69	20:15:54.028	10200		150.0
70	20:15:54.043	10350		150.0
71	20:15:54.085	10500		150.0
72	20:15:54.103	10650		150.0
73	20:15:54.118	10800		150.0
74	20:15:54.133	10950		150.0
75	20:15:54.148	11100		150.0
76	20:15:54.163	11250		150.0
77	20:15:54.178	11400		150.0
78	20:15:54.191	11550		150.0
79	20:15:54.208	11700		150.0
80	20:15:54.223	11850		150.0
81	20:15:54.238	12000		150.0
82	20:15:54.253	12150		150.0
83	20:15:54.268	12300		150.0
84	20:15:54.282	12450		150.0
85	20:15:54.298	12600		150.0
86	20:15:54.312	12750		150.0
87	20:15:54.328	12900		150.0
88	20:15:54.343	13050		150.0
89	20:15:54.358	13200		150.0
90	20:15:54.388	13350		150.0
91	20:15:54.416	13500		150.0
92	20:15:54.433	13650		150.0
93	20:15:54.448	13800		150.0
94	20:15:54.463	13950		150.0
95	20:15:54.478	14100		150.0
96	20:15:54.492	14250		150.0
97	20:15:54.508	14400		150.0
98	20:15:54.523	14550		150.0
99	20:15:54.538	14700		150.0
100	20:15:54.553	14850		150.0
101	20:15:54.568	15000		150.0
102	20:15:54.583	15150		150.0
103	20:15:54.596	15300		150.0
104	20:15:54.613	15450		150.0
105	20:15:54.628	15600		150.0
106	20:15:54.643	15750		150.0
107	20:15:54.658	15900		150.0
108	20:15:54.673	16050		150.0
109	20:15:54.700	16200		150.0
110	20:15:54.718	16350		150.0
111	20:15:54.733	16500		150.0
112	20:15:54.748	16650		150.0
113	20:15:54.763	16800		150.0
114	20:15:54.778	16950		150.0
115	20:15:54.793	17100		150.0
116	20:15:54.808	17250		150.0
117	20:15:54.823	17400		150.0
118	20:15:54.853	17550		150.0
119	20:15:54.868	17700		150.0
120	20:15:54.883	17850		150.0
121	20:15:54.898	18000		150.0
122	20:15:54.911	18150		150.0
123	20:15:54.928	18300		150.0
124	20:15:54.943	18450		150.0
125	20:15:54.958	18600		150.0
126	20:15:54.973	18750		150.0
127	20:15:55.002	18900		150.0
128	20:15:55.018	19050		150.0
129	20:15:55.033	19200		150.0
130	20:15:55.048	19350		150.0
131	20:15:55.063	19500		150.0
132	20:15:55.078	19650		150.0
133	20:15:55.093	19800		150.0
134	20:15:55.107	19950		150.0
135	20:15:55.123	0		50.0
136	20:15:55.138	150		150.0
137	20:15:55.168	300		150.0
138	20:15:55.183	450		150.0
139	20:15:55.198	600		150.0
140	20:15:55.211	750		150.0
141	20:15:55.228	900		150.0
142	20:15:55.243	1050		150.0
143	20:15:55.258	1200		150.0
144	20:15:55.273	1350		150.0
145	20:15:55.288	1500		150.0
146	20:15:55.318	1650		150.0
147	20:15:55.333	1800		150.0
148	20:15:55.348	1950		150.0
149	20:15:55.363	2100		150.0
150	20:15:55.378	2250		150.0
151	20:15:55.393	2400		150.0
152	20:15:55.408	2550		150.0
153	20:15:55.423	2700		150.0
154	20:15:55.438	2850		150.0
155	20:15:55.453	3000		150.0
156	20:15:55.483	3150		150.0
157	20:15:55.498	3300		150.0
158	20:15:55.513	3450		150.0
159	20:15:55.528	3600		150.0
160	20:15:55.543	3750		150.0
161	20:15:55.558	3900		150.0
162	20:15:55.573	4050		150.0
163	20:15:55.588	4200		150.0
164	20:15:55.603	4350		150.0
165	20:15:55.633	4500		150.0
166	20:15:55.648	4650		150.0
167	20:15:55.663	4800		150.0
168	20:15:55.678	4950		150.0
169	20:15:55.693	5100		150.0
170	20:15:55.708	5250		150.0
171	20:15:55.721	5400		150.0
172	20:15:55.736	5550		150.0
173	20:15:55.751	5700		150.0
174	20:15:55.767	5850		150.0
175	20:15:55.795	6000		150.0
176	20:15:55.811	6150		150.0
177	20:15:55.826	6300		150.0
178	20:15:55.841	6450		150.0
179	20:15:55.856	6600		150.0
180	20:15:55.871	6750		150.0
181	20:15:55.886	6900		150.0
182	20:15:55.901	7050		150.0
183	20:15:55.916	7200		150.0
184	20:15:55.945	7350		150.0
185	20:15:55.961	7500		150.0
186	20:15:55.976	7650		150.0
187	20:15:55.991	7800		150.0
188	20:15:56.006	7950		150.0
189	20:15:56.023	8100		150.0
190	20:15:56.038	8250		150.0
191	20:15:56.053	8400		150.0
192	20:15:56.068	8550		150.0
193	20:15:56.098	8700		150.0
194	20:15:56.113	8850		150.0
195	20:15:56.128	9000		150.0
196	20:15:56.143	9150		150.0
197	20:15:56.158	9300		150.0
198	20:15:56.173	9450		150.0
199	20:15:56.188	9600		150.0
200	20:15:56.203	9750		150.0
201	20:15:56.218	9900		150.0
202	20:15:56.232	10050		150.0
203	20:15:56.260	10200		150.0
204	20:15:56.278	10350		150.0
205	20:15:56.293	10500		150.0
206	20:15:56.308	10650		150.0
207	20:15:56.323	10800		150.0
208	20:15:56.336	10950		150.0
209	20:15:56.353	11100		150.0
210	20:15:56.369	11250		150.0
211	20:15:56.384	11400		150.0
212	20:15:56.413	11550		150.0
213	20:15:56.428	11700		150.0
214	20:15:56.442	11850		150.0
215	20:15:56.458	12000		150.0
216	20:15:56.473	12150		150.0
217	20:15:56.488	12300		150.0
218	20:15:56.503	12450		150.0
219	20:15:56.518	12600		150.0
220	20:15:56.533	12750		150.0
221	20:15:56.548	12900		150.0
222	20:15:56.578	13050		150.0
223	20:15:56.593	13200		150.0
224	20:15:56.608	13350		150.0
225	20:15:56.623	13500		150.0
226	20:15:56.638	13650		150.0
227	20:15:56.653	13800		150.0
228	20:15:56.668	13950		150.0
229	20:15:56.683	14100		150.0
230	20:15:56.698	14250		150.0
231	20:15:56.728	14400		150.0
232	20:15:56.743	14550		150.0
233	20:15:56.758	14700		150.0
234	20:15:56.773	14850		150.0
235	20:15:56.788	15000		150.0
236	20:15:56.803	15150		150.0
237	20:15:56.818	15300		150.0
238	20:15:56.833	15450		150.0
239	20:15:56.847	15600		150.0
240	20:15:56.875	15750		150.0
241	20:15:56.891	15900		150.0
242	20:15:56.906	16050		150.0
243	20:15:56.921	16200		150.0
244	20:15:56.936	16350		150.0
245	20:15:56.951	16500		150.0
246	20:15:56.967	16650		150.0
247	20:15:56.981	16800		150.0
248	20:15:56.996	16950		150.0
249	20:15:57.011	17100		150.0
250	20:15:57.040	17250		150.0
251	20:15:57.056	17400		150.0
252	20:15:57.071	17550		150.0
253	20:15:57.088	17700		150.0
254	20:15:57.103	17850		150.0
255	20:15:57.118	18000		150.0
256	20:15:57.133	18150		150.0
257	20:15:57.148	18300		150.0
258	20:15:57.161	18450		150.0
259	20:15:57.190	18600		150.0
260	20:15:57.206	18750		150.0
261	20:15:57.221	18900		150.0
262	20:15:57.236	19050		150.0
263	20:15:57.251	19200		150.0
264	20:15:57.267	19350		150.0
265	20:15:57.282	19500		150.0
266	20:15:57.296	19650		150.0
267	20:15:57.311	19800		150.0
268	20:15:57.326	19950		150.0
269	20:15:57.355	0		50.0
270	20:15:57.371	150		150.0
271	20:15:57.386	300		150.0
272	20:15:57.401	450		150.0
273	20:15:57.416	600		150.0
274	20:15:57.433	750		150.0
275	20:15:57.448	900		150.0
276	20:15:57.462	1050		150.0
277	20:15:57.478	1200		150.0
278	20:15:57.506	1350		150.0
279	20:15:57.523	1500		150.0
280	20:15:57.538	1650		150.0
281	20:15:57.553	1800		150.0
282	20:15:57.567	1950		150.0
283	20:15:57.583	2100		150.0
284	20:15:57.598	2250		150.0
285	20:15:57.613	2400		150.0
286	20:15:57.628	2550		150.0
287	20:15:57.643	2700		150.0
288	20:15:57.673	2850		150.0
289	20:15:57.688	3000		150.0
290	20:15:57.703	3150		150.0
291	20:15:57.718	3300		150.0
292	20:15:57.733	3450		150.0
293	20:15:57.748	3600		150.0
294	20:15:57.763	3750		150.0
295	20:15:57.778	3900		150.0
296	20:15:57.793	4050		150.0
297	20:15:57.821	4200		150.0
298	20:15:57.838	4350		150.0
299	20:15:57.851	4500		150.0
300	20:15:57.867	4650		150.0
301	20:15:57.882	4800		150.0
302	20:15:57.896	4950		150.0
303	20:15:57.911	5100		150.0
304	20:15:57.926	5250		150.0
305	20:15:57.941	5400		150.0
306	20:15:57.970	5550		150.0
307	20:15:57.986	5700		150.0
308	20:15:58.001	5850		150.0
309	20:15:58.016	6000		150.0
310	20:15:58.031	6150		150.0
311	20:15:58.046	6300		150.0
312	20:15:58.061	6450		150.0
313	20:15:58.076	6600		150.0
314	20:15:58.091	6750		150.0
315	20:15:58.106	6900		150.0
316	20:15:58.135	7050		150.0
317	20:15:58.151	7200		150.0
318	20:15:58.167	7350		150.0
319	20:15:58.182	7500		150.0
320	20:15:58.210	7650		150.0
321	20:15:58.228	7800		150.0
322	20:15:58.243	7950		150.0
323	20:15:58.258	8100		150.0
324	20:15:58.273	8250		150.0
325	20:15:58.286	8400		150.0
326	20:15:58.301	8550		150.0
327	20:15:58.316	8700		150.0
328	20:15:58.331	8850		150.0
329	20:15:58.360	9000		150.0
330	20:15:58.376	9150		150.0
331	20:15:58.391	9300		150.0
332	20:15:58.406	9450		150.0
333	20:15:58.421	9600		150.0
334	20:15:58.436	9750		150.0
335	20:15:58.451	9900		150.0
336	20:15:58.467	10050		150.0
337	20:15:58.482	10200		150.0
338	20:15:58.496	10350		150.0
339	20:15:58.526	10500		150.0
340	20:15:58.543	10650		150.0
341	20:15:58.558	10800		150.0
342	20:15:58.573	10950		150.0
343	20:15:58.587	11100		150.0
344	20:15:58.603	11250		150.0
345	20:15:58.618	11400		150.0
346	20:15:58.633	11550		150.0
347	20:15:58.648	11700		150.0
348	20:15:58.678	11850		150.0
349	20:15:58.691	12000		150.0
350	20:15:58.708	12150		150.0
351	20:15:58.723	12300		150.0
352	20:15:58.738	12450		150.0
353	20:15:58.753	12600		150.0
354	20:15:58.769	12750		150.0
355	20:15:58.784	12900		150.0
356	20:15:58.796	13050		150.0
357	20:15:58.813	13200		150.0
358	20:15:58.841	13350		150.0
359	20:15:58.858	13500		150.0
360	20:15:58.873	13650		150.0
361	20:15:58.888	13800		150.0
362	20:15:58.903	13950		150.0
363	20:15:58.933	14100		150.0
364	20:15:58.948	14250		150.0
365	20:15:58.963	14400		150.0
366	20:15:58.978	14550		150.0
367	20:15:58.993	14700		150.0
368	20:15:59.008	14850		150.0
369	20:15:59.023	15000		150.0
370	20:15:59.038	15150		150.0
371	20:15:59.066	15300		150.0
372	20:15:59.083	15450		150.0
373	20:15:59.098	15600		150.0
374	20:15:59.113	15750		150.0
375	20:15:59.128	15900		150.0
376	20:15:59.143	16050		150.0
377	20:15:59.158	16200		150.0
378	20:15:59.173	16350		150.0
379	20:15:59.188	16500		150.0
380	20:15:59.202	16650		150.0
381	20:15:59.230	16800		150.0
382	20:15:59.248	16950		150.0
383	20:15:59.263	17100		150.0
384	20:15:59.278	17250		150.0
385	20:15:59.292	17400		150.0
386	20:15:59.306	17550		150.0
387	20:15:59.322	17700		150.0
388	20:15:59.338	17850		150.0
389	20:15:59.353	18000		150.0
390	20:15:59.383	18150		150.0
391	20:15:59.398	18300		150.0
392	20:15:59.412	18450		150.0
393	20:15:59.428	18600		150.0
394	20:15:59.443	18750		150.0
395	20:15:59.458	18900		150.0
396	20:15:59.473	19050		150.0
397	20:15:59.488	19200		150.0
398	20:15:59.503	19350		150.0
399	20:15:59.518	19500		150.0
400	20:15:59.548	19650		150.0
401	20:15:59.563	19800		150.0
402	20:15:59.578	19950		150.0
403	20:15:59.593	0		50.0
404	20:15:59.608	150		150.0
405	20:15:59.623	300		150.0
406	20:15:59.638	450		150.0
407	20:15:59.653	600		150.0
408	20:15:59.668	750		150.0
409	20:15:59.696	900		150.0
410	20:15:59.712	1050		150.0
411	20:15:59.728	1200		150.0
412	20:15:59.743	1350		150.0
413	20:15:59.758	1500		150.0
414	20:15:59.773	1650		150.0
415	20:15:59.788	1800		150.0
416	20:15:59.803	1950		150.0
417	20:15:59.817	2100		150.0
418	20:15:59.845	2250		150.0
419	20:15:59.863	2400		150.0
420	20:15:59.878	2550		150.0
421	20:15:59.893	2700		150.0
422	20:15:59.908	2850		150.0
423	20:15:59.921	3000		150.0
424	20:15:59.938	3150		150.0
425	20:15:59.953	3300		150.0
426	20:15:59.968	3450		150.0
427	20:15:59.983	3600		150.0
428	20:16:00.013	3750		150.0
429	20:16:00.028	3900		150.0
430	20:16:00.058	4050		150.0
431	20:16:00.073	4200		150.0
432	20:16:00.088	4350		150.0
433	20:16:00.103	4500		150.0
434	20:16:00.118	4650		150.0
435	20:16:00.133	4800		150.0
436	20:16:00.148	4950		150.0
437	20:16:00.163	5100		150.0
438	20:16:00.178	5250		150.0
439	20:16:00.193	5400		150.0
440	20:16:00.208	5550		150.0
441	20:16:00.223	5700		150.0
442	20:16:00.238	5850		150.0
443	20:16:00.253	6000		150.0
444	20:16:00.268	6150		150.0
445	20:16:00.283	6300		150.0
446	20:16:00.298	6450		150.0
447	20:16:00.328	6600		150.0
448	20:16:00.343	6750		150.0
449	20:16:00.358	6900		150.0
450	20:16:00.373	7050		150.0
451	20:16:00.388	7200		150.0
452	20:16:00.403	7350		150.0
453	20:16:00.418	7500		150.0
454	20:16:00.432	7650		150.0
455	20:16:00.448	7800		150.0
456	20:16:00.478	7950		150.0
457	20:16:00.493	8100		150.0
458	20:16:00.508	8250		150.0
459	20:16:00.523	8400		150.0
460	20:16:00.536	8550		150.0
461	20:16:00.553	8700		150.0
462	20:16:00.568	8850		150.0
463	20:16:00.584	9000		150.0
464	20:16:00.598	9150		150.0
465	20:16:00.628	9300		150.0
466	20:16:00.643	9450		150.0
467	20:16:00.658	9600		150.0
468	20:16:00.673	9750		150.0
469	20:16:00.688	9900		150.0
470	20:16:00.703	10050		150.0
471	20:16:00.718	10200		150.0
472	20:16:00.733	10350		150.0
473	20:16:00.748	10500		150.0
474	20:16:00.763	10650		150.0
475	20:16:00.793	10800		150.0
476	20:16:00.808	10950		150.0
477	20:16:00.823	11100		150.0
478	20:16:00.838	11250		150.0
479	20:16:00.868	11400		150.0
480	20:16:00.883	11550		150.0
481	20:16:00.898	11700		150.0
482	20:16:00.913	11850		150.0
483	20:16:00.928	12000		150.0
484	20:16:00.956	12150		150.0
485	20:16:00.973	12300		150.0
486	20:16:00.988	12450		150.0
487	20:16:01.003	12600		150.0
488	20:16:01.018	12750		150.0
489	20:16:01.033	12900		150.0
490	20:16:01.046	13050		150.0
491	20:16:01.075	13200		150.0
492	20:16:01.093	13350		150.0
493	20:16:01.108	13500		150.0
494	20:16:01.123	13650		150.0
495	20:16:01.138	13800		150.0
496	20:16:01.168	13950		150.0
497	20:16:01.183	14100		150.0
498	20:16:01.198	14250		150.0
499	20:16:01.213	14400		150.0
500	20:16:01.228	14550		150.0
501	20:16:01.243	14700		150.0
502	20:16:01.258	14850		150.0
503	20:16:01.273	15000		150.0
504	20:16:01.288	15150		150.0
505	20:16:01.303	15300		150.0
506	20:16:01.318	15450		150.0
507	20:16:01.333	15600		150.0
508	20:16:01.348	15750		150.0
509	20:16:01.363	15900		150.0
510	20:16:01.378	16050		150.0
511	20:16:01.393	16200		150.0
512	20:16:01.408	16350		150.0
513	20:16:01.423	16500		150.0
514	20:16:01.438	16650		150.0
515	20:16:01.453	16800		150.0
516	20:16:01.468	16950		150.0
517	20:16:01.498	17100		150.0
518	20:16:01.513	17250		150.0
519	20:16:01.528	17400		150.0
520	20:16:01.543	17550		150.0
521	20:16:01.557	17700		150.0
522	20:16:01.573	17850		150.0
523	20:16:01.588	18000		150.0
524	20:16:01.603	18150		150.0
525	20:16:01.618	18300		150.0
526	20:16:01.648	18450		150.0
527	20:16:01.661	18600		150.0
528	20:16:01.678	18750		150.0
529	20:16:01.693	18900		150.0
530	20:16:01.708	19050		150.0
531	20:16:01.723	19200		150.0
532	20:16:01.738	19350		150.0
533	20:16:01.753	19500		150.0
534	20:16:01.767	19650		150.0
535	20:16:01.784	19800		150.0
536	20:16:01.813	19950		150.0
537	20:16:01.828	0		50.0
538	20:16:01.843	150		150.0
539	20:16:01.858	300		150.0
540	20:16:01.871	450		150.0
541	20:16:01.900	600		150.0
542	20:16:01.916	750		150.0
543	20:16:01.931	900		150.0
544	20:16:01.946	1050		150.0
545	20:16:01.961	1200		150.0
546	20:16:01.976	1350		150.0
547	20:16:01.991	1500		150.0
548	20:16:02.006	1650		150.0
549	20:16:02.035	1800		150.0
550	20:16:02.051	1950		150.0
551	20:16:02.067	2100		150.0
552	20:16:02.082	2250		150.0
553	20:16:02.098	2400		150.0
554	20:16:02.113	2550		150.0
555	20:16:02.127	2700		150.0
556	20:16:02.143	2850		150.0
557	20:16:02.158	3000		150.0
558	20:16:02.172	3150		150.0
559	20:16:02.200	3300		150.0
560	20:16:02.216	3450		150.0
561	20:16:02.231	3600		150.0
562	20:16:02.246	3750		150.0
563	20:16:02.261	3900		150.0
564	20:16:02.276	4050		150.0
565	20:16:02.291	4200		150.0
566	20:16:02.306	4350		150.0
567	20:16:02.321	4500		150.0
568	20:16:02.350	4650		150.0
569	20:16:02.366	4800		150.0
570	20:16:02.382	4950		150.0
571	20:16:02.398	5100		150.0
572	20:16:02.413	5250		150.0
573	20:16:02.428	5400		150.0
574	20:16:02.443	5550		150.0
575	20:16:02.458	5700		150.0
576	20:16:02.473	5850		150.0
577	20:16:02.486	6000		150.0
578	20:16:02.515	6150		150.0
579	20:16:02.531	6300		150.0
580	20:16:02.546	6450		150.0
581	20:16:02.561	6600		150.0
582	20:16:02.576	6750		150.0
583	20:16:02.605	6900		150.0
584	20:16:02.621	7050		150.0
585	20:16:02.636	7200		150.0
586	20:16:02.651	7350		150.0
587	20:16:02.667	7500		150.0
588	20:16:02.682	7650		150.0
589	20:16:02.696	7800		150.0
590	20:16:02.713	7950		150.0
591	20:16:02.741	8100		150.0
592	20:16:02.758	8250		150.0
593	20:16:02.773	8400		150.0
594	20:16:02.787	8550		150.0
595	20:16:02.803	8700		150.0
596	20:16:02.818	8850		150.0
597	20:16:02.833	9000		150.0
598	20:16:02.848	9150		150.0
599	20:16:02.863	9300		150.0
600	20:16:02.878	9450		150.0
601	20:16:02.905	9600		150.0
602	20:16:02.921	9750		150.0
603	20:16:02.936	9900		150.0
604	20:16:02.951	10050		150.0
605	20:16:02.967	10200		150.0
606	20:16:02.996	10350		150.0
607	20:16:03.011	10500		150.0
608	20:16:03.026	10650		150.0
609	20:16:03.041	10800		150.0
610	20:16:03.056	10950		150.0
611	20:16:03.071	11100		150.0
612	20:16:03.086	11250		150.0
613	20:16:03.101	11400		150.0
614	20:16:03.131	11550		150.0
615	20:16:03.148	11700		150.0
616	20:16:03.163	11850		150.0
617	20:16:03.178	12000		150.0
618	20:16:03.193	12150		150.0
619	20:16:03.208	12300		150.0
620	20:16:03.223	12450		150.0
621	20:16:03.238	12600		150.0
622	20:16:03.253	12750		150.0
623	20:16:03.268	12900		150.0
624	20:16:03.298	13050		150.0
625	20:16:03.313	13200		150.0
626	20:16:03.328	13350		150.0
627	20:16:03.343	13500		150.0
628	20:16:03.358	13650		150.0
629	20:16:03.373	13800		150.0
630	20:16:03.388	13950		150.0
631	20:16:03.401	14100		150.0
632	20:16:03.418	14250		150.0
633	20:16:03.446	14400		150.0
634	20:16:03.463	14550		150.0
635	20:16:03.478	14700		150.0
636	20:16:03.493	14850		150.0
637	20:16:03.506	15000		150.0
638	20:16:03.523	15150		150.0
639	20:16:03.538	15300		150.0
640	20:16:03.553	15450		150.0
641	20:16:03.569	15600		150.0
642	20:16:03.598	15750		150.0
643	20:16:03.611	15900		150.0
644	20:16:03.628	16050		150.0
645	20:16:03.643	16200		150.0
646	20:16:03.658	16350		150.0
647	20:16:03.673	16500		150.0
648	20:16:03.688	16650		150.0
649	20:16:03.703	16800		150.0
650	20:16:03.718	16950		150.0
651	20:16:03.733	17100		150.0
652	20:16:03.763	17250		150.0
653	20:16:03.778	17400		150.0
654	20:16:03.793	17550		150.0
655	20:16:03.808	17700		150.0
656	20:16:03.823	17850		150.0
657	20:16:03.853	18000		150.0
658	20:16:03.868	18150		150.0
659	20:16:03.883	18300		150.0
660	20:16:03.898	18450		150.0
661	20:16:03.912	18600		150.0
662	20:16:03.928	18750		150.0
663	20:16:03.943	18900		150.0
664	20:16:03.958	19050		150.0
665	20:16:03.973	19200		150.0
666	20:16:03.988	19350		150.0
667	20:16:04.003	19500		150.0
668	20:16:04.016	19650		150.0
669	20:16:04.033	19800		150.0
670	20:16:04.048	19950		150.0
671	20:16:04.078	0		50.0
672	20:16:04.093	150		150.0
673	20:16:04.108	300		150.0
674	20:16:04.122	450		150.0
675	20:16:04.138	600		150.0
676	20:16:04.153	750		150.0
677	20:16:04.168	900		150.0
678	20:16:04.184	1050		150.0
679	20:16:04.198	1200		150.0
680	20:16:04.228	1350		150.0
681	20:16:04.243	1500		150.0
682	20:16:04.258	1650		150.0
683	20:16:04.273	1800		150.0
684	20:16:04.286	1950		150.0
685	20:16:04.302	2100		150.0
686	20:16:04.316	2250		150.0
687	20:16:04.333	2400		150.0
688	20:16:04.348	2550		150.0
689	20:16:04.363	2700		150.0
690	20:16:04.393	2850		150.0
691	20:16:04.408	3000		150.0
692	20:16:04.423	3150		150.0
693	20:16:04.438	3300		150.0
694	20:16:04.453	3450		150.0
695	20:16:04.482	3600		150.0
696	20:16:04.498	3750		150.0
697	20:16:04.513	3900		150.0
698	20:16:04.527	4050		150.0
699	20:16:04.543	4200		150.0
700	20:16:04.558	4350		150.0
701	20:16:04.573	4500		150.0
702	20:16:04.588	4650		150.0
703	20:16:04.618	4800		150.0
704	20:16:04.631	4950		150.0
705	20:16:04.648	5100		150.0
706	20:16:04.663	5250		150.0
707	20:16:04.678	5400		150.0
708	20:16:04.693	5550		150.0
709	20:16:04.708	5700		150.0
710	20:16:04.721	5850		150.0
711	20:16:04.737	6000		150.0
712	20:16:04.753	6150		150.0
713	20:16:04.783	6300		150.0
714	20:16:04.798	6450		150.0
715	20:16:04.813	6600		150.0
716	20:16:04.843	6750		150.0
717	20:16:04.858	6900		150.0
718	20:16:04.873	7050		150.0
719	20:16:04.888	7200		150.0
720	20:16:04.903	7350		150.0
721	20:16:04.918	7500		150.0
722	20:16:04.933	7650		150.0
723	20:16:04.948	7800		150.0
724	20:16:04.963	7950		150.0
725	20:16:04.978	8100		150.0
726	20:16:04.993	8250		150.0
727	20:16:05.008	8400		150.0
728	20:16:05.023	8550		150.0
729	20:16:05.038	8700		150.0
730	20:16:05.053	8850		150.0
731	20:16:05.068	9000		150.0
732	20:16:05.098	9150		150.0
733	20:16:05.113	9300		150.0
734	20:16:05.127	9450		150.0
735	20:16:05.142	9600		150.0
736	20:16:05.158	9750		150.0
737	20:16:05.173	9900		150.0
738	20:16:05.188	10050		150.0
739	20:16:05.203	10200		150.0
740	20:16:05.218	10350		150.0
741	20:16:05.246	10500		150.0
742	20:16:05.263	10650		150.0
743	20:16:05.278	10800		150.0
744	20:16:05.293	10950		150.0
745	20:16:05.308	11100		150.0
746	20:16:05.323	11250		150.0
747	20:16:05.338	11400		150.0
748	20:16:05.353	11550		150.0
749	20:16:05.369	11700		150.0
750	20:16:05.398	11850		150.0
751	20:16:05.413	12000		150.0
752	20:16:05.428	12150		150.0
753	20:16:05.443	12300		150.0
754	20:16:05.458	12450		150.0
755	20:16:05.473	12600		150.0
756	20:16:05.488	12750		150.0
757	20:16:05.503	12900		150.0
758	20:16:05.518	13050		150.0
759	20:16:05.533	13200		150.0
760	20:16:05.561	13350		150.0
761	20:16:05.578	13500		150.0
762	20:16:05.593	13650		150.0
763	20:16:05.608	13800		150.0
764	20:16:05.638	13950		150.0
765	20:16:05.653	14100		150.0
766	20:16:05.668	14250		150.0
767	20:16:05.684	14400		150.0
768	20:16:05.698	14550		150.0
769	20:16:05.713	14700		150.0
770	20:16:05.728	14850		150.0
771	20:16:05.743	15000		150.0
772	20:16:05.756	15150		150.0
773	20:16:05.785	15300		150.0
774	20:16:05.803	15450		150.0
775	20:16:05.818	15600		150.0
776	20:16:05.833	15750		150.0
777	20:16:05.848	15900		150.0
778	20:16:05.861	16050		150.0
779	20:16:05.878	16200		150.0
780	20:16:05.893	16350		150.0
781	20:16:05.908	16500		150.0
782	20:16:05.923	16650		150.0
783	20:16:05.953	16800		150.0
784	20:16:05.968	16950		150.0
785	20:16:05.984	17100		150.0
786	20:16:05.998	17250		150.0
787	20:16:06.013	17400		150.0
