scan_time分析报告 - KB04122-主板固定60Hz发送4.txt
==================================================

基本统计信息:
  总数据包数: 1475
  有效scan_time数: 1475
  最大scan_time值: 19950
  最小scan_time值: 0
  scan_time范围: 19950

递增规律分析:
  理论递增值: 150
  实际平均递增值: 149.25
  递增值标准差: 8.61
  最小递增值: 50
  最大递增值: 150

重置分析:
  检测到重置次数: 11
  重置点位置: [134, 268, 402, 536, 670, 804, 938, 1072, 1206, 1340]...
  平均重置间隔: 122.9 包/次

一致性评估:
  一致性评分: 0.104 (1.0为完美一致)
  评估结果: 较差 - scan_time递增不稳定

详细数据:
序号	时间戳		scan_time	递增值
144	19:54:54.061	1350		150.0
145	19:54:54.078	1500		150.0
146	19:54:54.108	1650		150.0
147	19:54:54.123	1800		150.0
148	19:54:54.138	1950		150.0
149	19:54:54.153	2100		150.0
150	19:54:54.168	2250		150.0
151	19:54:54.183	2400		150.0
152	19:54:54.198	2550		150.0
153	19:54:54.213	2700		150.0
154	19:54:54.243	2850		150.0
155	19:54:54.258	3000		150.0
156	19:54:54.273	3150		150.0
157	19:54:54.288	3300		150.0
158	19:54:54.303	3450		150.0
159	19:54:54.318	3600		150.0
160	19:54:54.333	3750		150.0
161	19:54:54.348	3900		150.0
162	19:54:54.362	4050		150.0
163	19:54:54.378	4200		150.0
164	19:54:54.393	4350		150.0
165	19:54:54.408	4500		150.0
166	19:54:54.423	4650		150.0
167	19:54:54.453	4800		150.0
168	19:54:54.466	4950		150.0
169	19:54:54.483	5100		150.0
170	19:54:54.498	5250		150.0
171	19:54:54.513	5400		150.0
172	19:54:54.528	5550		150.0
173	19:54:54.543	5700		150.0
174	19:54:54.559	5850		150.0
175	19:54:54.573	6000		150.0
176	19:54:54.588	6150		150.0
177	19:54:54.618	6300		150.0
178	19:54:54.633	6450		150.0
179	19:54:54.648	6600		150.0
180	19:54:54.663	6750		150.0
181	19:54:54.678	6900		150.0
182	19:54:54.693	7050		150.0
183	19:54:54.708	7200		150.0
184	19:54:54.738	7350		150.0
185	19:54:54.753	7500		150.0
186	19:54:54.768	7650		150.0
187	19:54:54.783	7800		150.0
188	19:54:54.798	7950		150.0
189	19:54:54.813	8100		150.0
190	19:54:54.828	8250		150.0
191	19:54:54.843	8400		150.0
192	19:54:54.858	8550		150.0
193	19:54:54.873	8700		150.0
194	19:54:54.886	8850		150.0
195	19:54:54.903	9000		150.0
196	19:54:54.933	9150		150.0
197	19:54:54.948	9300		150.0
198	19:54:54.963	9450		150.0
199	19:54:54.976	9600		150.0
200	19:54:54.993	9750		150.0
201	19:54:55.008	9900		150.0
202	19:54:55.023	10050		150.0
203	19:54:55.038	10200		150.0
204	19:54:55.053	10350		150.0
205	19:54:55.080	10500		150.0
206	19:54:55.098	10650		150.0
207	19:54:55.113	10800		150.0
208	19:54:55.128	10950		150.0
209	19:54:55.144	11100		150.0
210	19:54:55.158	11250		150.0
211	19:54:55.173	11400		150.0
212	19:54:55.187	11550		150.0
213	19:54:55.203	11700		150.0
214	19:54:55.218	11850		150.0
215	19:54:55.246	12000		150.0
216	19:54:55.263	12150		150.0
217	19:54:55.278	12300		150.0
218	19:54:55.293	12450		150.0
219	19:54:55.308	12600		150.0
220	19:54:55.323	12750		150.0
221	19:54:55.353	12900		150.0
222	19:54:55.368	13050		150.0
223	19:54:55.383	13200		150.0
224	19:54:55.398	13350		150.0
225	19:54:55.413	13500		150.0
226	19:54:55.428	13650		150.0
227	19:54:55.443	13800		150.0
228	19:54:55.458	13950		150.0
229	19:54:55.487	14100		150.0
230	19:54:55.503	14250		150.0
231	19:54:55.518	14400		150.0
232	19:54:55.533	14550		150.0
233	19:54:55.548	14700		150.0
234	19:54:55.563	14850		150.0
235	19:54:55.578	15000		150.0
236	19:54:55.591	15150		150.0
237	19:54:55.608	15300		150.0
238	19:54:55.638	15450		150.0
239	19:54:55.653	15600		150.0
240	19:54:55.668	15750		150.0
241	19:54:55.683	15900		150.0
242	19:54:55.696	16050		150.0
243	19:54:55.726	16200		150.0
244	19:54:55.744	16350		150.0
245	19:54:55.773	16500		150.0
246	19:54:55.788	16650		150.0
247	19:54:55.803	16800		150.0
248	19:54:55.818	16950		150.0
249	19:54:55.833	17100		150.0
250	19:54:55.848	17250		150.0
251	19:54:55.863	17400		150.0
252	19:54:55.878	17550		150.0
253	19:54:55.893	17700		150.0
254	19:54:55.908	17850		150.0
255	19:54:55.923	18000		150.0
256	19:54:55.966	18150		150.0
257	19:54:55.983	18300		150.0
258	19:54:55.997	18450		150.0
259	19:54:55.997	18600		150.0
260	19:54:55.997	18750		150.0
261	19:54:56.026	18900		150.0
262	19:54:56.043	19050		150.0
263	19:54:56.058	19200		150.0
264	19:54:56.073	19350		150.0
265	19:54:56.088	19500		150.0
266	19:54:56.102	19650		150.0
267	19:54:56.116	19800		150.0
268	19:54:56.131	19950		150.0
269	19:54:56.148	0		50.0
270	19:54:56.163	150		150.0
271	19:54:56.193	300		150.0
272	19:54:56.206	450		150.0
273	19:54:56.223	600		150.0
274	19:54:56.238	750		150.0
275	19:54:56.253	900		150.0
276	19:54:56.268	1050		150.0
277	19:54:56.283	1200		150.0
278	19:54:56.298	1350		150.0
279	19:54:56.311	1500		150.0
280	19:54:56.328	1650		150.0
281	19:54:56.371	1800		150.0
282	19:54:56.388	1950		150.0
283	19:54:56.403	2100		150.0
284	19:54:56.417	2250		150.0
285	19:54:56.433	2400		150.0
286	19:54:56.463	2550		150.0
287	19:54:56.478	2700		150.0
288	19:54:56.493	2850		150.0
289	19:54:56.493	3000		150.0
290	19:54:56.508	3150		150.0
291	19:54:56.523	3300		150.0
292	19:54:56.538	3450		150.0
293	19:54:56.553	3600		150.0
294	19:54:56.568	3750		150.0
295	19:54:56.583	3900		150.0
296	19:54:56.598	4050		150.0
297	19:54:56.613	4200		150.0
298	19:54:56.628	4350		150.0
299	19:54:56.643	4500		150.0
300	19:54:56.673	4650		150.0
301	19:54:56.688	4800		150.0
302	19:54:56.717	4950		150.0
303	19:54:56.733	5100		150.0
304	19:54:56.748	5250		150.0
305	19:54:56.763	5400		150.0
306	19:54:56.778	5550		150.0
307	19:54:56.793	5700		150.0
308	19:54:56.808	5850		150.0
309	19:54:56.821	6000		150.0
310	19:54:56.838	6150		150.0
311	19:54:56.853	6300		150.0
312	19:54:56.868	6450		150.0
313	19:54:56.883	6600		150.0
314	19:54:56.913	6750		150.0
315	19:54:56.928	6900		150.0
316	19:54:56.943	7050		150.0
317	19:54:56.958	7200		150.0
318	19:54:56.973	7350		150.0
319	19:54:56.988	7500		150.0
320	19:54:57.003	7650		150.0
321	19:54:57.018	7800		150.0
322	19:54:57.033	7950		150.0
323	19:54:57.063	8100		150.0
324	19:54:57.078	8250		150.0
325	19:54:57.093	8400		150.0
326	19:54:57.108	8550		150.0
327	19:54:57.123	8700		150.0
328	19:54:57.136	8850		150.0
329	19:54:57.153	9000		150.0
330	19:54:57.168	9150		150.0
331	19:54:57.198	9300		150.0
332	19:54:57.213	9450		150.0
333	19:54:57.227	9600		150.0
334	19:54:57.243	9750		150.0
335	19:54:57.258	9900		150.0
336	19:54:57.273	10050		150.0
337	19:54:57.288	10200		150.0
338	19:54:57.303	10350		150.0
339	19:54:57.331	10500		150.0
340	19:54:57.348	10650		150.0
341	19:54:57.363	10800		150.0
342	19:54:57.378	10950		150.0
343	19:54:57.393	11100		150.0
344	19:54:57.408	11250		150.0
345	19:54:57.423	11400		150.0
346	19:54:57.436	11550		150.0
347	19:54:57.465	11700		150.0
348	19:54:57.483	11850		150.0
349	19:54:57.498	12000		150.0
350	19:54:57.513	12150		150.0
351	19:54:57.528	12300		150.0
352	19:54:57.543	12450		150.0
353	19:54:57.558	12600		150.0
354	19:54:57.588	12750		150.0
355	19:54:57.618	12900		150.0
356	19:54:57.633	13050		150.0
357	19:54:57.648	13200		150.0
358	19:54:57.663	13350		150.0
359	19:54:57.678	13500		150.0
360	19:54:57.708	13650		150.0
361	19:54:57.723	13800		150.0
362	19:54:57.738	13950		150.0
363	19:54:57.738	14100		150.0
364	19:54:57.738	14250		150.0
365	19:54:57.753	14400		150.0
366	19:54:57.781	14550		150.0
367	19:54:57.798	14700		150.0
368	19:54:57.813	14850		150.0
369	19:54:57.828	15000		150.0
370	19:54:57.842	15150		150.0
371	19:54:57.858	15300		150.0
372	19:54:57.888	15450		150.0
373	19:54:57.903	15600		150.0
374	19:54:57.918	15750		150.0
375	19:54:57.933	15900		150.0
376	19:54:57.946	16050		150.0
377	19:54:57.963	16200		150.0
378	19:54:57.978	16350		150.0
379	19:54:57.993	16500		150.0
380	19:54:58.023	16650		150.0
381	19:54:58.038	16800		150.0
382	19:54:58.051	16950		150.0
383	19:54:58.068	17100		150.0
384	19:54:58.083	17250		150.0
385	19:54:58.113	17400		150.0
386	19:54:58.128	17550		150.0
387	19:54:58.143	17700		150.0
388	19:54:58.157	17850		150.0
389	19:54:58.185	18000		150.0
390	19:54:58.203	18150		150.0
391	19:54:58.218	18300		150.0
392	19:54:58.233	18450		150.0
393	19:54:58.248	18600		150.0
394	19:54:58.263	18750		150.0
395	19:54:58.278	18900		150.0
396	19:54:58.293	19050		150.0
397	19:54:58.323	19200		150.0
398	19:54:58.338	19350		150.0
399	19:54:58.353	19500		150.0
400	19:54:58.368	19650		150.0
401	19:54:58.383	19800		150.0
402	19:54:58.398	19950		150.0
403	19:54:58.413	0		50.0
404	19:54:58.428	150		150.0
405	19:54:58.443	300		150.0
406	19:54:58.457	450		150.0
407	19:54:58.473	600		150.0
408	19:54:58.488	750		150.0
409	19:54:58.503	900		150.0
410	19:54:58.518	1050		150.0
411	19:54:58.533	1200		150.0
412	19:54:58.548	1350		150.0
413	19:54:58.575	1500		150.0
414	19:54:58.593	1650		150.0
415	19:54:58.608	1800		150.0
416	19:54:58.623	1950		150.0
417	19:54:58.638	2100		150.0
418	19:54:58.653	2250		150.0
419	19:54:58.666	2400		150.0
420	19:54:58.683	2550		150.0
421	19:54:58.698	2700		150.0
422	19:54:58.742	2850		150.0
423	19:54:58.758	3000		150.0
424	19:54:58.773	3150		150.0
425	19:54:58.788	3300		150.0
426	19:54:58.803	3450		150.0
427	19:54:58.818	3600		150.0
428	19:54:58.833	3750		150.0
429	19:54:58.848	3900		150.0
430	19:54:58.863	4050		150.0
431	19:54:58.878	4200		150.0
432	19:54:58.893	4350		150.0
433	19:54:58.908	4500		150.0
434	19:54:58.923	4650		150.0
435	19:54:58.938	4800		150.0
436	19:54:58.968	4950		150.0
437	19:54:58.983	5100		150.0
438	19:54:58.998	5250		150.0
439	19:54:59.013	5400		150.0
440	19:54:59.028	5550		150.0
441	19:54:59.043	5700		150.0
442	19:54:59.058	5850		150.0
443	19:54:59.072	6000		150.0
444	19:54:59.088	6150		150.0
445	19:54:59.118	6300		150.0
446	19:54:59.133	6450		150.0
447	19:54:59.148	6600		150.0
448	19:54:59.163	6750		150.0
449	19:54:59.176	6900		150.0
450	19:54:59.193	7050		150.0
451	19:54:59.208	7200		150.0
452	19:54:59.223	7350		150.0
453	19:54:59.238	7500		150.0
454	19:54:59.253	7650		150.0
455	19:54:59.282	7800		150.0
456	19:54:59.298	7950		150.0
457	19:54:59.313	8100		150.0
458	19:54:59.343	8250		150.0
459	19:54:59.358	8400		150.0
460	19:54:59.373	8550		150.0
461	19:54:59.388	8700		150.0
462	19:54:59.403	8850		150.0
463	19:54:59.418	9000		150.0
464	19:54:59.448	9150		150.0
465	19:54:59.463	9300		150.0
466	19:54:59.478	9450		150.0
467	19:54:59.493	9600		150.0
468	19:54:59.508	9750		150.0
469	19:54:59.523	9900		150.0
470	19:54:59.553	10050		150.0
471	19:54:59.568	10200		150.0
472	19:54:59.583	10350		150.0
473	19:54:59.583	10500		150.0
474	19:54:59.611	10650		150.0
475	19:54:59.628	10800		150.0
476	19:54:59.643	10950		150.0
477	19:54:59.658	11100		150.0
478	19:54:59.673	11250		150.0
479	19:54:59.687	11400		150.0
480	19:54:59.703	11550		150.0
481	19:54:59.718	11700		150.0
482	19:54:59.733	11850		150.0
483	19:54:59.748	12000		150.0
484	19:54:59.763	12150		150.0
485	19:54:59.778	12300		150.0
486	19:54:59.791	12450		150.0
487	19:54:59.808	12600		150.0
488	19:54:59.823	12750		150.0
489	19:54:59.851	12900		150.0
490	19:54:59.868	13050		150.0
491	19:54:59.883	13200		150.0
492	19:54:59.898	13350		150.0
493	19:54:59.913	13500		150.0
494	19:54:59.928	13650		150.0
495	19:54:59.942	13800		150.0
496	19:54:59.958	13950		150.0
497	19:54:59.973	14100		150.0
498	19:54:59.988	14250		150.0
499	19:55:00.003	14400		150.0
500	19:55:00.018	14550		150.0
501	19:55:00.033	14700		150.0
502	19:55:00.063	14850		150.0
503	19:55:00.078	15000		150.0
504	19:55:00.093	15150		150.0
505	19:55:00.108	15300		150.0
506	19:55:00.123	15450		150.0
507	19:55:00.138	15600		150.0
508	19:55:00.152	15750		150.0
509	19:55:00.168	15900		150.0
510	19:55:00.183	16050		150.0
511	19:55:00.198	16200		150.0
512	19:55:00.226	16350		150.0
513	19:55:00.243	16500		150.0
514	19:55:00.258	16650		150.0
515	19:55:00.273	16800		150.0
516	19:55:00.288	16950		150.0
517	19:55:00.301	17100		150.0
518	19:55:00.318	17250		150.0
519	19:55:00.333	17400		150.0
520	19:55:00.348	17550		150.0
521	19:55:00.363	17700		150.0
522	19:55:00.391	17850		150.0
523	19:55:00.406	18000		150.0
524	19:55:00.423	18150		150.0
525	19:55:00.438	18300		150.0
526	19:55:00.453	18450		150.0
527	19:55:00.468	18600		150.0
528	19:55:00.483	18750		150.0
529	19:55:00.498	18900		150.0
530	19:55:00.512	19050		150.0
531	19:55:00.541	19200		150.0
532	19:55:00.558	19350		150.0
533	19:55:00.573	19500		150.0
534	19:55:00.588	19650		150.0
535	19:55:00.603	19800		150.0
536	19:55:00.618	19950		150.0
537	19:55:00.633	0		50.0
538	19:55:00.648	150		150.0
539	19:55:00.678	300		150.0
540	19:55:00.693	450		150.0
541	19:55:00.708	600		150.0
542	19:55:00.723	750		150.0
543	19:55:00.738	900		150.0
544	19:55:00.753	1050		150.0
545	19:55:00.768	1200		150.0
546	19:55:00.783	1350		150.0
547	19:55:00.798	1500		150.0
548	19:55:00.812	1650		150.0
549	19:55:00.828	1800		150.0
550	19:55:00.858	1950		150.0
551	19:55:00.873	2100		150.0
552	19:55:00.888	2250		150.0
553	19:55:00.903	2400		150.0
554	19:55:00.916	2550		150.0
555	19:55:00.933	2700		150.0
556	19:55:00.948	2850		150.0
557	19:55:00.963	3000		150.0
558	19:55:00.978	3150		150.0
559	19:55:00.993	3300		150.0
560	19:55:01.022	3450		150.0
561	19:55:01.038	3600		150.0
562	19:55:01.053	3750		150.0
563	19:55:01.083	3900		150.0
564	19:55:01.098	4050		150.0
565	19:55:01.113	4200		150.0
566	19:55:01.128	4350		150.0
567	19:55:01.143	4500		150.0
568	19:55:01.158	4650		150.0
569	19:55:01.173	4800		150.0
570	19:55:01.188	4950		150.0
571	19:55:01.203	5100		150.0
572	19:55:01.218	5250		150.0
573	19:55:01.233	5400		150.0
574	19:55:01.247	5550		150.0
575	19:55:01.263	5700		150.0
576	19:55:01.278	5850		150.0
577	19:55:01.293	6000		150.0
578	19:55:01.308	6150		150.0
579	19:55:01.338	6300		150.0
580	19:55:01.353	6450		150.0
581	19:55:01.368	6600		150.0
582	19:55:01.383	6750		150.0
583	19:55:01.398	6900		150.0
584	19:55:01.413	7050		150.0
585	19:55:01.427	7200		150.0
586	19:55:01.443	7350		150.0
587	19:55:01.458	7500		150.0
588	19:55:01.488	7650		150.0
589	19:55:01.503	7800		150.0
590	19:55:01.518	7950		150.0
591	19:55:01.531	8100		150.0
592	19:55:01.548	8250		150.0
593	19:55:01.563	8400		150.0
594	19:55:01.578	8550		150.0
595	19:55:01.593	8700		150.0
596	19:55:01.608	8850		150.0
597	19:55:01.623	9000		150.0
598	19:55:01.653	9150		150.0
599	19:55:01.668	9300		150.0
600	19:55:01.683	9450		150.0
601	19:55:01.698	9600		150.0
602	19:55:01.713	9750		150.0
603	19:55:01.728	9900		150.0
604	19:55:01.743	10050		150.0
605	19:55:01.758	10200		150.0
606	19:55:01.773	10350		150.0
607	19:55:01.803	10500		150.0
608	19:55:01.818	10650		150.0
609	19:55:01.833	10800		150.0
610	19:55:01.848	10950		150.0
611	19:55:01.863	11100		150.0
612	19:55:01.878	11250		150.0
613	19:55:01.893	11400		150.0
614	19:55:01.908	11550		150.0
615	19:55:01.923	11700		150.0
616	19:55:01.938	11850		150.0
617	19:55:01.966	12000		150.0
618	19:55:01.983	12150		150.0
619	19:55:01.998	12300		150.0
620	19:55:02.013	12450		150.0
621	19:55:02.028	12600		150.0
622	19:55:02.042	12750		150.0
623	19:55:02.058	12900		150.0
624	19:55:02.072	13050		150.0
625	19:55:02.088	13200		150.0
626	19:55:02.118	13350		150.0
627	19:55:02.133	13500		150.0
628	19:55:02.146	13650		150.0
629	19:55:02.163	13800		150.0
630	19:55:02.178	13950		150.0
631	19:55:02.208	14100		150.0
632	19:55:02.223	14250		150.0
633	19:55:02.238	14400		150.0
634	19:55:02.253	14550		150.0
635	19:55:02.268	14700		150.0
636	19:55:02.283	14850		150.0
637	19:55:02.298	15000		150.0
638	19:55:02.313	15150		150.0
639	19:55:02.328	15300		150.0
640	19:55:02.343	15450		150.0
641	19:55:02.358	15600		150.0
642	19:55:02.373	15750		150.0
643	19:55:02.388	15900		150.0
644	19:55:02.418	16050		150.0
645	19:55:02.433	16200		150.0
646	19:55:02.448	16350		150.0
647	19:55:02.463	16500		150.0
648	19:55:02.478	16650		150.0
649	19:55:02.493	16800		150.0
650	19:55:02.508	16950		150.0
651	19:55:02.523	17100		150.0
652	19:55:02.538	17250		150.0
653	19:55:02.553	17400		150.0
654	19:55:02.568	17550		150.0
655	19:55:02.598	17700		150.0
656	19:55:02.613	17850		150.0
657	19:55:02.628	18000		150.0
658	19:55:02.643	18150		150.0
659	19:55:02.656	18300		150.0
660	19:55:02.673	18450		150.0
661	19:55:02.688	18600		150.0
662	19:55:02.703	18750		150.0
663	19:55:02.718	18900		150.0
664	19:55:02.746	19050		150.0
665	19:55:02.761	19200		150.0
666	19:55:02.778	19350		150.0
667	19:55:02.792	19500		150.0
668	19:55:02.837	19650		150.0
669	19:55:02.850	19800		150.0
670	19:55:02.868	19950		150.0
671	19:55:02.883	0		50.0
672	19:55:02.898	150		150.0
673	19:55:02.913	300		150.0
674	19:55:02.928	450		150.0
675	19:55:02.943	600		150.0
676	19:55:02.958	750		150.0
677	19:55:02.973	900		150.0
678	19:55:02.988	1050		150.0
679	19:55:03.003	1200		150.0
680	19:55:03.033	1350		150.0
681	19:55:03.048	1500		150.0
682	19:55:03.063	1650		150.0
683	19:55:03.078	1800		150.0
684	19:55:03.093	1950		150.0
685	19:55:03.108	2100		150.0
686	19:55:03.123	2250		150.0
687	19:55:03.138	2400		150.0
688	19:55:03.152	2550		150.0
689	19:55:03.166	2700		150.0
690	19:55:03.182	2850		150.0
691	19:55:03.199	3000		150.0
692	19:55:03.213	3150		150.0
693	19:55:03.243	3300		150.0
694	19:55:03.258	3450		150.0
695	19:55:03.271	3600		150.0
696	19:55:03.288	3750		150.0
697	19:55:03.303	3900		150.0
698	19:55:03.318	4050		150.0
699	19:55:03.333	4200		150.0
700	19:55:03.348	4350		150.0
701	19:55:03.363	4500		150.0
702	19:55:03.377	4650		150.0
703	19:55:03.393	4800		150.0
704	19:55:03.408	4950		150.0
705	19:55:03.438	5100		150.0
706	19:55:03.453	5250		150.0
707	19:55:03.468	5400		150.0
708	19:55:03.483	5550		150.0
709	19:55:03.498	5700		150.0
710	19:55:03.513	5850		150.0
711	19:55:03.528	6000		150.0
712	19:55:03.543	6150		150.0
713	19:55:03.558	6300		150.0
714	19:55:03.573	6450		150.0
715	19:55:03.588	6600		150.0
716	19:55:03.618	6750		150.0
717	19:55:03.648	6900		150.0
718	19:55:03.663	7050		150.0
719	19:55:03.678	7200		150.0
720	19:55:03.693	7350		150.0
721	19:55:03.708	7500		150.0
722	19:55:03.723	7650		150.0
723	19:55:03.738	7800		150.0
724	19:55:03.753	7950		150.0
725	19:55:03.768	8100		150.0
726	19:55:03.782	8250		150.0
727	19:55:03.810	8400		150.0
728	19:55:03.828	8550		150.0
729	19:55:03.843	8700		150.0
730	19:55:03.858	8850		150.0
731	19:55:03.873	9000		150.0
732	19:55:03.886	9150		150.0
733	19:55:03.903	9300		150.0
734	19:55:03.918	9450		150.0
735	19:55:03.933	9600		150.0
736	19:55:03.948	9750		150.0
737	19:55:03.963	9900		150.0
738	19:55:03.978	10050		150.0
739	19:55:03.991	10200		150.0
740	19:55:04.008	10350		150.0
741	19:55:04.023	10500		150.0
742	19:55:04.038	10650		150.0
743	19:55:04.053	10800		150.0
744	19:55:04.068	10950		150.0
745	19:55:04.096	11100		150.0
746	19:55:04.113	11250		150.0
747	19:55:04.128	11400		150.0
748	19:55:04.158	11550		150.0
749	19:55:04.173	11700		150.0
750	19:55:04.188	11850		150.0
751	19:55:04.203	12000		150.0
752	19:55:04.218	12150		150.0
753	19:55:04.233	12300		150.0
754	19:55:04.248	12450		150.0
755	19:55:04.263	12600		150.0
756	19:55:04.278	12750		150.0
757	19:55:04.293	12900		150.0
758	19:55:04.308	13050		150.0
759	19:55:04.323	13200		150.0
760	19:55:04.338	13350		150.0
761	19:55:04.353	13500		150.0
762	19:55:04.368	13650		150.0
763	19:55:04.383	13800		150.0
764	19:55:04.413	13950		150.0
765	19:55:04.428	14100		150.0
766	19:55:04.443	14250		150.0
767	19:55:04.473	14400		150.0
768	19:55:04.488	14550		150.0
769	19:55:04.501	14700		150.0
770	19:55:04.518	14850		150.0
771	19:55:04.533	15000		150.0
772	19:55:04.548	15150		150.0
773	19:55:04.563	15300		150.0
774	19:55:04.578	15450		150.0
775	19:55:04.593	15600		150.0
776	19:55:04.606	15750		150.0
777	19:55:04.623	15900		150.0
778	19:55:04.638	16050		150.0
779	19:55:04.668	16200		150.0
780	19:55:04.683	16350		150.0
781	19:55:04.698	16500		150.0
782	19:55:04.713	16650		150.0
783	19:55:04.728	16800		150.0
784	19:55:04.743	16950		150.0
785	19:55:04.758	17100		150.0
786	19:55:04.773	17250		150.0
787	19:55:04.788	17400		150.0
