scan_time分析报告 - baseus-主板固定60Hz发送3.txt
==================================================

基本统计信息:
  总数据包数: 1504
  有效scan_time数: 1504
  最大scan_time值: 19950
  最小scan_time值: 0
  scan_time范围: 19950

递增规律分析:
  理论递增值: 150
  实际平均递增值: 159.68
  递增值标准差: 407.54
  最小递增值: 0
  最大递增值: 15950

重置分析:
  检测到重置次数: 12
  重置点位置: [29, 163, 297, 431, 565, 699, 833, 967, 1101, 1235]...
  平均重置间隔: 115.7 包/次

一致性评估:
  一致性评分: 0.002 (1.0为完美一致)
  评估结果: 较差 - scan_time递增不稳定

详细数据:
序号	时间戳		scan_time	递增值
572	20:14:28.272	900		150.0
573	20:14:28.289	1050		150.0
574	20:14:28.304	1200		150.0
575	20:14:28.319	1350		150.0
576	20:14:28.334	1500		150.0
577	20:14:28.350	1650		150.0
578	20:14:28.364	1800		150.0
579	20:14:28.377	1950		150.0
580	20:14:28.394	2100		150.0
581	20:14:28.409	2250		150.0
582	20:14:28.424	2400		150.0
583	20:14:28.454	2550		150.0
584	20:14:28.469	2700		150.0
585	20:14:28.484	2850		150.0
586	20:14:28.499	3000		150.0
587	20:14:28.514	3150		150.0
588	20:14:28.529	3300		150.0
589	20:14:28.544	3450		150.0
590	20:14:28.559	3600		150.0
591	20:14:28.574	3750		150.0
592	20:14:28.589	3900		150.0
593	20:14:28.604	4050		150.0
594	20:14:28.619	4200		150.0
595	20:14:28.635	4350		150.0
596	20:14:28.664	4500		150.0
597	20:14:28.679	4650		150.0
598	20:14:28.694	4800		150.0
599	20:14:28.709	4950		150.0
600	20:14:28.724	5100		150.0
601	20:14:28.739	5250		150.0
602	20:14:28.754	5400		150.0
603	20:14:28.769	5550		150.0
604	20:14:28.783	5700		150.0
605	20:14:28.811	5850		150.0
606	20:14:28.829	6000		150.0
607	20:14:28.844	6150		150.0
608	20:14:28.859	6300		150.0
609	20:14:28.874	6450		150.0
610	20:14:28.887	6600		150.0
611	20:14:28.904	6750		150.0
612	20:14:28.919	6900		150.0
613	20:14:28.934	7050		150.0
614	20:14:28.949	7200		150.0
615	20:14:28.979	7350		150.0
616	20:14:28.993	7500		150.0
617	20:14:29.009	7650		150.0
618	20:14:29.024	7800		150.0
619	20:14:29.039	7950		150.0
620	20:14:29.054	8100		150.0
621	20:14:29.069	8250		150.0
622	20:14:29.084	8400		150.0
623	20:14:29.099	8550		150.0
624	20:14:29.129	8700		150.0
625	20:14:29.144	8850		150.0
626	20:14:29.159	9000		150.0
627	20:14:29.174	9150		150.0
628	20:14:29.189	9300		150.0
629	20:14:29.204	9450		150.0
630	20:14:29.219	9600		150.0
631	20:14:29.233	9750		150.0
632	20:14:29.247	9900		150.0
633	20:14:29.276	10050		150.0
634	20:14:29.294	10200		150.0
635	20:14:29.309	10350		150.0
636	20:14:29.324	10500		150.0
637	20:14:29.339	10650		150.0
638	20:14:29.354	10800		150.0
639	20:14:29.369	10950		150.0
640	20:14:29.382	11100		150.0
641	20:14:29.398	11250		150.0
642	20:14:29.414	11400		150.0
643	20:14:29.444	11550		150.0
644	20:14:29.459	11700		150.0
645	20:14:29.474	11850		150.0
646	20:14:29.489	12000		150.0
647	20:14:29.502	12150		150.0
648	20:14:29.519	12300		150.0
649	20:14:29.534	12450		150.0
650	20:14:29.550	12600		150.0
651	20:14:29.579	12750		150.0
652	20:14:29.594	12900		150.0
653	20:14:29.608	13050		150.0
654	20:14:29.624	13200		150.0
655	20:14:29.639	13350		150.0
656	20:14:29.654	13500		150.0
657	20:14:29.669	13650		150.0
658	20:14:29.684	13800		150.0
659	20:14:29.699	13950		150.0
660	20:14:29.713	14100		150.0
661	20:14:29.729	14250		150.0
662	20:14:29.759	14400		150.0
663	20:14:29.774	14550		150.0
664	20:14:29.789	14700		150.0
665	20:14:29.804	14850		150.0
666	20:14:29.819	15000		150.0
667	20:14:29.834	15150		150.0
668	20:14:29.849	15300		150.0
669	20:14:29.864	15450		150.0
670	20:14:29.879	15600		150.0
671	20:14:29.909	15750		150.0
672	20:14:29.924	15900		150.0
673	20:14:29.939	16050		150.0
674	20:14:29.954	16200		150.0
675	20:14:29.984	16350		150.0
676	20:14:29.999	16500		150.0
677	20:14:30.013	16650		150.0
678	20:14:30.029	16800		150.0
679	20:14:30.044	16950		150.0
680	20:14:30.059	17100		150.0
681	20:14:30.074	17250		150.0
682	20:14:30.089	17400		150.0
683	20:14:30.104	17550		150.0
684	20:14:30.117	17700		150.0
685	20:14:30.134	17850		150.0
686	20:14:30.149	18000		150.0
687	20:14:30.164	18150		150.0
688	20:14:30.194	18300		150.0
689	20:14:30.209	18450		150.0
690	20:14:30.224	18600		150.0
691	20:14:30.239	18750		150.0
692	20:14:30.254	18900		150.0
693	20:14:30.269	19050		150.0
694	20:14:30.284	19200		150.0
695	20:14:30.299	19350		150.0
696	20:14:30.314	19500		150.0
697	20:14:30.329	19650		150.0
698	20:14:30.344	19800		150.0
699	20:14:30.374	19950		150.0
700	20:14:30.389	0		50.0
701	20:14:30.404	150		150.0
702	20:14:30.419	300		150.0
703	20:14:30.434	450		150.0
704	20:14:30.449	600		150.0
705	20:14:30.464	750		150.0
706	20:14:30.479	900		150.0
707	20:14:30.494	1050		150.0
708	20:14:30.524	1200		150.0
709	20:14:30.539	1350		150.0
710	20:14:30.554	1500		150.0
711	20:14:30.569	1650		150.0
712	20:14:30.584	1800		150.0
