scan_time分析报告 - baseus-主板固定60Hz发送2.txt
==================================================

基本统计信息:
  总数据包数: 1475
  有效scan_time数: 1475
  最大scan_time值: 19950
  最小scan_time值: 0
  scan_time范围: 19950

递增规律分析:
  理论递增值: 150
  实际平均递增值: 149.25
  递增值标准差: 8.61
  最小递增值: 50
  最大递增值: 150

重置分析:
  检测到重置次数: 11
  重置点位置: [134, 268, 402, 536, 670, 804, 938, 1072, 1206, 1340]...
  平均重置间隔: 122.9 包/次

一致性评估:
  一致性评分: 0.104 (1.0为完美一致)
  评估结果: 较差 - scan_time递增不稳定

详细数据:
序号	时间戳		scan_time	递增值
51	20:13:01.093	7500		150.0
52	20:13:01.108	7650		150.0
53	20:13:01.123	7800		150.0
54	20:13:01.138	7950		150.0
55	20:13:01.153	8100		150.0
56	20:13:01.168	8250		150.0
57	20:13:01.183	8400		150.0
58	20:13:01.198	8550		150.0
59	20:13:01.227	8700		150.0
60	20:13:01.243	8850		150.0
61	20:13:01.258	9000		150.0
62	20:13:01.273	9150		150.0
63	20:13:01.288	9300		150.0
64	20:13:01.303	9450		150.0
65	20:13:01.318	9600		150.0
66	20:13:01.333	9750		150.0
67	20:13:01.348	9900		150.0
68	20:13:01.377	10050		150.0
69	20:13:01.393	10200		150.0
70	20:13:01.408	10350		150.0
71	20:13:01.423	10500		150.0
72	20:13:01.438	10650		150.0
73	20:13:01.453	10800		150.0
74	20:13:01.468	10950		150.0
75	20:13:01.483	11100		150.0
76	20:13:01.499	11250		150.0
77	20:13:01.530	11400		150.0
78	20:13:01.543	11550		150.0
79	20:13:01.559	11700		150.0
80	20:13:01.574	11850		150.0
81	20:13:01.589	12000		150.0
82	20:13:01.604	12150		150.0
83	20:13:01.619	12300		150.0
84	20:13:01.634	12450		150.0
85	20:13:01.648	12600		150.0
86	20:13:01.663	12750		150.0
87	20:13:01.692	12900		150.0
88	20:13:01.708	13050		150.0
89	20:13:01.723	13200		150.0
90	20:13:01.738	13350		150.0
91	20:13:01.766	13500		150.0
92	20:13:01.783	13650		150.0
93	20:13:01.798	13800		150.0
94	20:13:01.813	13950		150.0
95	20:13:01.828	14100		150.0
96	20:13:01.843	14250		150.0
97	20:13:01.858	14400		150.0
98	20:13:01.873	14550		150.0
99	20:13:01.888	14700		150.0
100	20:13:01.917	14850		150.0
101	20:13:01.933	15000		150.0
102	20:13:01.948	15150		150.0
103	20:13:01.963	15300		150.0
104	20:13:01.978	15450		150.0
105	20:13:01.993	15600		150.0
106	20:13:02.008	15750		150.0
107	20:13:02.023	15900		150.0
108	20:13:02.038	16050		150.0
109	20:13:02.053	16200		150.0
110	20:13:02.082	16350		150.0
111	20:13:02.098	16500		150.0
112	20:13:02.113	16650		150.0
113	20:13:02.128	16800		150.0
114	20:13:02.143	16950		150.0
115	20:13:02.158	17100		150.0
116	20:13:02.173	17250		150.0
117	20:13:02.188	17400		150.0
118	20:13:02.203	17550		150.0
119	20:13:02.232	17700		150.0
120	20:13:02.249	17850		150.0
121	20:13:02.263	18000		150.0
122	20:13:02.278	18150		150.0
123	20:13:02.307	18300		150.0
124	20:13:02.323	18450		150.0
125	20:13:02.338	18600		150.0
126	20:13:02.353	18750		150.0
127	20:13:02.368	18900		150.0
128	20:13:02.383	19050		150.0
129	20:13:02.398	19200		150.0
130	20:13:02.413	19350		150.0
131	20:13:02.428	19500		150.0
132	20:13:02.457	19650		150.0
133	20:13:02.473	19800		150.0
134	20:13:02.489	19950		150.0
135	20:13:02.504	0		50.0
136	20:13:02.532	150		150.0
137	20:13:02.549	300		150.0
138	20:13:02.564	450		150.0
139	20:13:02.579	600		150.0
140	20:13:02.594	750		150.0
141	20:13:02.609	900		150.0
142	20:13:02.624	1050		150.0
143	20:13:02.639	1200		150.0
144	20:13:02.654	1350		150.0
145	20:13:02.668	1500		150.0
146	20:13:02.684	1650		150.0
147	20:13:02.713	1800		150.0
148	20:13:02.730	1950		150.0
149	20:13:02.745	2100		150.0
150	20:13:02.759	2250		150.0
151	20:13:02.774	2400		150.0
152	20:13:02.789	2550		150.0
153	20:13:02.804	2700		150.0
154	20:13:02.819	2850		150.0
155	20:13:02.847	3000		150.0
156	20:13:02.864	3150		150.0
157	20:13:02.879	3300		150.0
158	20:13:02.894	3450		150.0
159	20:13:02.909	3600		150.0
160	20:13:02.924	3750		150.0
161	20:13:02.939	3900		150.0
162	20:13:02.954	4050		150.0
163	20:13:02.969	4200		150.0
164	20:13:02.999	4350		150.0
165	20:13:03.015	4500		150.0
166	20:13:03.030	4650		150.0
167	20:13:03.045	4800		150.0
168	20:13:03.059	4950		150.0
169	20:13:03.074	5100		150.0
170	20:13:03.089	5250		150.0
171	20:13:03.104	5400		150.0
172	20:13:03.119	5550		150.0
173	20:13:03.134	5700		150.0
174	20:13:03.164	5850		150.0
175	20:13:03.178	6000		150.0
176	20:13:03.193	6150		150.0
177	20:13:03.208	6300		150.0
178	20:13:03.237	6450		150.0
179	20:13:03.253	6600		150.0
180	20:13:03.268	6750		150.0
181	20:13:03.283	6900		150.0
182	20:13:03.298	7050		150.0
183	20:13:03.313	7200		150.0
184	20:13:03.328	7350		150.0
185	20:13:03.343	7500		150.0
186	20:13:03.358	7650		150.0
187	20:13:03.386	7800		150.0
188	20:13:03.404	7950		150.0
189	20:13:03.419	8100		150.0
190	20:13:03.434	8250		150.0
191	20:13:03.449	8400		150.0
192	20:13:03.464	8550		150.0
193	20:13:03.479	8700		150.0
194	20:13:03.494	8850		150.0
195	20:13:03.509	9000		150.0
196	20:13:03.524	9150		150.0
197	20:13:03.554	9300		150.0
198	20:13:03.569	9450		150.0
199	20:13:03.584	9600		150.0
200	20:13:03.599	9750		150.0
201	20:13:03.615	9900		150.0
202	20:13:03.630	10050		150.0
203	20:13:03.645	10200		150.0
204	20:13:03.659	10350		150.0
205	20:13:03.674	10500		150.0
206	20:13:03.704	10650		150.0
207	20:13:03.719	10800		150.0
208	20:13:03.734	10950		150.0
209	20:13:03.749	11100		150.0
210	20:13:03.764	11250		150.0
211	20:13:03.779	11400		150.0
212	20:13:03.793	11550		150.0
213	20:13:03.809	11700		150.0
214	20:13:03.824	11850		150.0
215	20:13:03.852	12000		150.0
216	20:13:03.869	12150		150.0
217	20:13:03.884	12300		150.0
218	20:13:03.899	12450		150.0
219	20:13:03.915	12600		150.0
220	20:13:03.930	12750		150.0
221	20:13:03.945	12900		150.0
222	20:13:03.959	13050		150.0
223	20:13:03.974	13200		150.0
224	20:13:04.004	13350		150.0
225	20:13:04.019	13500		150.0
226	20:13:04.034	13650		150.0
227	20:13:04.049	13800		150.0
228	20:13:04.064	13950		150.0
229	20:13:04.079	14100		150.0
230	20:13:04.093	14250		150.0
231	20:13:04.109	14400		150.0
232	20:13:04.124	14550		150.0
233	20:13:04.139	14700		150.0
234	20:13:04.169	14850		150.0
235	20:13:04.184	15000		150.0
236	20:13:04.198	15150		150.0
237	20:13:04.213	15300		150.0
238	20:13:04.242	15450		150.0
239	20:13:04.272	15600		150.0
240	20:13:04.289	15750		150.0
241	20:13:04.303	15900		150.0
242	20:13:04.319	16050		150.0
243	20:13:04.334	16200		150.0
244	20:13:04.349	16350		150.0
245	20:13:04.364	16500		150.0
246	20:13:04.379	16650		150.0
247	20:13:04.394	16800		150.0
248	20:13:04.408	16950		150.0
249	20:13:04.424	17100		150.0
250	20:13:04.439	17250		150.0
251	20:13:04.454	17400		150.0
252	20:13:04.469	17550		150.0
253	20:13:04.484	17700		150.0
254	20:13:04.499	17850		150.0
255	20:13:04.514	18000		150.0
256	20:13:04.530	18150		150.0
257	20:13:04.559	18300		150.0
258	20:13:04.574	18450		150.0
259	20:13:04.589	18600		150.0
260	20:13:04.604	18750		150.0
261	20:13:04.619	18900		150.0
262	20:13:04.634	19050		150.0
263	20:13:04.649	19200		150.0
264	20:13:04.664	19350		150.0
265	20:13:04.679	19500		150.0
266	20:13:04.709	19650		150.0
267	20:13:04.724	19800		150.0
268	20:13:04.739	19950		150.0
269	20:13:04.754	0		50.0
270	20:13:04.769	150		150.0
271	20:13:04.784	300		150.0
272	20:13:04.799	450		150.0
273	20:13:04.815	600		150.0
274	20:13:04.830	750		150.0
275	20:13:04.859	900		150.0
276	20:13:04.874	1050		150.0
277	20:13:04.889	1200		150.0
278	20:13:04.904	1350		150.0
279	20:13:04.919	1500		150.0
280	20:13:04.934	1650		150.0
281	20:13:04.949	1800		150.0
282	20:13:04.964	1950		150.0
283	20:13:04.979	2100		150.0
284	20:13:04.994	2250		150.0
285	20:13:05.023	2400		150.0
286	20:13:05.039	2550		150.0
287	20:13:05.054	2700		150.0
288	20:13:05.069	2850		150.0
289	20:13:05.084	3000		150.0
290	20:13:05.099	3150		150.0
291	20:13:05.115	3300		150.0
292	20:13:05.130	3450		150.0
293	20:13:05.145	3600		150.0
294	20:13:05.174	3750		150.0
295	20:13:05.189	3900		150.0
296	20:13:05.204	4050		150.0
297	20:13:05.219	4200		150.0
298	20:13:05.249	4350		150.0
299	20:13:05.264	4500		150.0
300	20:13:05.279	4650		150.0
301	20:13:05.294	4800		150.0
302	20:13:05.309	4950		150.0
303	20:13:05.324	5100		150.0
304	20:13:05.339	5250		150.0
305	20:13:05.354	5400		150.0
306	20:13:05.369	5550		150.0
307	20:13:05.399	5700		150.0
308	20:13:05.415	5850		150.0
309	20:13:05.429	6000		150.0
310	20:13:05.445	6150		150.0
311	20:13:05.459	6300		150.0
312	20:13:05.474	6450		150.0
313	20:13:05.489	6600		150.0
314	20:13:05.504	6750		150.0
315	20:13:05.519	6900		150.0
316	20:13:05.534	7050		150.0
317	20:13:05.562	7200		150.0
318	20:13:05.578	7350		150.0
319	20:13:05.593	7500		150.0
320	20:13:05.608	7650		150.0
321	20:13:05.623	7800		150.0
322	20:13:05.638	7950		150.0
323	20:13:05.653	8100		150.0
324	20:13:05.668	8250		150.0
325	20:13:05.683	8400		150.0
326	20:13:05.712	8550		150.0
327	20:13:05.728	8700		150.0
328	20:13:05.743	8850		150.0
329	20:13:05.758	9000		150.0
330	20:13:05.773	9150		150.0
331	20:13:05.788	9300		150.0
332	20:13:05.804	9450		150.0
333	20:13:05.819	9600		150.0
334	20:13:05.834	9750		150.0
335	20:13:05.863	9900		150.0
336	20:13:05.879	10050		150.0
337	20:13:05.894	10200		150.0
338	20:13:05.909	10350		150.0
339	20:13:05.924	10500		150.0
340	20:13:05.939	10650		150.0
341	20:13:05.954	10800		150.0
342	20:13:05.968	10950		150.0
343	20:13:05.983	11100		150.0
344	20:13:05.998	11250		150.0
345	20:13:06.027	11400		150.0
346	20:13:06.043	11550		150.0
347	20:13:06.058	11700		150.0
348	20:13:06.073	11850		150.0
349	20:13:06.088	12000		150.0
350	20:13:06.103	12150		150.0
351	20:13:06.118	12300		150.0
352	20:13:06.133	12450		150.0
353	20:13:06.148	12600		150.0
354	20:13:06.177	12750		150.0
355	20:13:06.194	12900		150.0
356	20:13:06.209	13050		150.0
357	20:13:06.224	13200		150.0
358	20:13:06.239	13350		150.0
359	20:13:06.253	13500		150.0
360	20:13:06.268	13650		150.0
361	20:13:06.283	13800		150.0
362	20:13:06.298	13950		150.0
363	20:13:06.327	14100		150.0
364	20:13:06.343	14250		150.0
365	20:13:06.358	14400		150.0
366	20:13:06.373	14550		150.0
367	20:13:06.388	14700		150.0
368	20:13:06.403	14850		150.0
369	20:13:06.418	15000		150.0
370	20:13:06.433	15150		150.0
371	20:13:06.448	15300		150.0
372	20:13:06.477	15450		150.0
373	20:13:06.494	15600		150.0
374	20:13:06.509	15750		150.0
375	20:13:06.524	15900		150.0
376	20:13:06.539	16050		150.0
377	20:13:06.554	16200		150.0
378	20:13:06.569	16350		150.0
379	20:13:06.584	16500		150.0
380	20:13:06.599	16650		150.0
381	20:13:06.630	16800		150.0
382	20:13:06.645	16950		150.0
383	20:13:06.658	17100		150.0
384	20:13:06.674	17250		150.0
385	20:13:06.689	17400		150.0
386	20:13:06.719	17550		150.0
387	20:13:06.734	17700		150.0
388	20:13:06.749	17850		150.0
389	20:13:06.763	18000		150.0
390	20:13:06.779	18150		150.0
391	20:13:06.794	18300		150.0
392	20:13:06.809	18450		150.0
393	20:13:06.824	18600		150.0
394	20:13:06.839	18750		150.0
395	20:13:06.868	18900		150.0
396	20:13:06.884	19050		150.0
397	20:13:06.899	19200		150.0
398	20:13:06.916	19350		150.0
399	20:13:06.930	19500		150.0
400	20:13:06.945	19650		150.0
401	20:13:06.959	19800		150.0
402	20:13:06.974	19950		150.0
403	20:13:06.989	0		50.0
404	20:13:07.004	150		150.0
405	20:13:07.034	300		150.0
406	20:13:07.049	450		150.0
407	20:13:07.064	600		150.0
408	20:13:07.079	750		150.0
409	20:13:07.094	900		150.0
410	20:13:07.124	1050		150.0
411	20:13:07.139	1200		150.0
412	20:13:07.154	1350		150.0
413	20:13:07.169	1500		150.0
414	20:13:07.184	1650		150.0
415	20:13:07.198	1800		150.0
416	20:13:07.214	1950		150.0
417	20:13:07.230	2100		150.0
418	20:13:07.259	2250		150.0
419	20:13:07.274	2400		150.0
420	20:13:07.289	2550		150.0
421	20:13:07.304	2700		150.0
422	20:13:07.319	2850		150.0
423	20:13:07.334	3000		150.0
424	20:13:07.349	3150		150.0
425	20:13:07.364	3300		150.0
426	20:13:07.378	3450		150.0
427	20:13:07.407	3600		150.0
428	20:13:07.424	3750		150.0
429	20:13:07.439	3900		150.0
430	20:13:07.454	4050		150.0
431	20:13:07.469	4200		150.0
432	20:13:07.483	4350		150.0
433	20:13:07.499	4500		150.0
434	20:13:07.515	4650		150.0
435	20:13:07.530	4800		150.0
436	20:13:07.545	4950		150.0
437	20:13:07.574	5100		150.0
438	20:13:07.589	5250		150.0
439	20:13:07.604	5400		150.0
440	20:13:07.619	5550		150.0
441	20:13:07.648	5700		150.0
442	20:13:07.664	5850		150.0
443	20:13:07.679	6000		150.0
444	20:13:07.694	6150		150.0
445	20:13:07.709	6300		150.0
446	20:13:07.724	6450		150.0
447	20:13:07.739	6600		150.0
448	20:13:07.754	6750		150.0
449	20:13:07.769	6900		150.0
450	20:13:07.799	7050		150.0
451	20:13:07.815	7200		150.0
452	20:13:07.830	7350		150.0
453	20:13:07.845	7500		150.0
454	20:13:07.859	7650		150.0
455	20:13:07.874	7800		150.0
456	20:13:07.888	7950		150.0
457	20:13:07.903	8100		150.0
458	20:13:07.918	8250		150.0
459	20:13:07.934	8400		150.0
460	20:13:07.962	8550		150.0
461	20:13:07.978	8700		150.0
462	20:13:07.993	8850		150.0
463	20:13:08.008	9000		150.0
464	20:13:08.023	9150		150.0
465	20:13:08.038	9300		150.0
466	20:13:08.053	9450		150.0
467	20:13:08.068	9600		150.0
468	20:13:08.083	9750		150.0
469	20:13:08.112	9900		150.0
470	20:13:08.129	10050		150.0
471	20:13:08.143	10200		150.0
472	20:13:08.158	10350		150.0
473	20:13:08.173	10500		150.0
474	20:13:08.189	10650		150.0
475	20:13:08.204	10800		150.0
476	20:13:08.219	10950		150.0
477	20:13:08.234	11100		150.0
478	20:13:08.264	11250		150.0
479	20:13:08.279	11400		150.0
480	20:13:08.294	11550		150.0
481	20:13:08.308	11700		150.0
482	20:13:08.323	11850		150.0
483	20:13:08.338	12000		150.0
484	20:13:08.353	12150		150.0
485	20:13:08.368	12300		150.0
486	20:13:08.383	12450		150.0
487	20:13:08.412	12600		150.0
488	20:13:08.428	12750		150.0
489	20:13:08.443	12900		150.0
490	20:13:08.458	13050		150.0
491	20:13:08.473	13200		150.0
492	20:13:08.488	13350		150.0
493	20:13:08.503	13500		150.0
494	20:13:08.518	13650		150.0
495	20:13:08.534	13800		150.0
496	20:13:08.549	13950		150.0
497	20:13:08.578	14100		150.0
498	20:13:08.594	14250		150.0
499	20:13:08.608	14400		150.0
500	20:13:08.624	14550		150.0
501	20:13:08.639	14700		150.0
502	20:13:08.654	14850		150.0
503	20:13:08.669	15000		150.0
504	20:13:08.684	15150		150.0
505	20:13:08.699	15300		150.0
506	20:13:08.728	15450		150.0
507	20:13:08.743	15600		150.0
508	20:13:08.758	15750		150.0
509	20:13:08.773	15900		150.0
510	20:13:08.788	16050		150.0
511	20:13:08.803	16200		150.0
512	20:13:08.818	16350		150.0
513	20:13:08.833	16500		150.0
514	20:13:08.848	16650		150.0
515	20:13:08.877	16800		150.0
516	20:13:08.893	16950		150.0
517	20:13:08.908	17100		150.0
518	20:13:08.923	17250		150.0
519	20:13:08.939	17400		150.0
520	20:13:08.954	17550		150.0
521	20:13:08.969	17700		150.0
522	20:13:08.984	17850		150.0
523	20:13:08.999	18000		150.0
524	20:13:09.014	18150		150.0
525	20:13:09.043	18300		150.0
526	20:13:09.059	18450		150.0
527	20:13:09.074	18600		150.0
528	20:13:09.089	18750		150.0
529	20:13:09.103	18900		150.0
530	20:13:09.132	19050		150.0
531	20:13:09.148	19200		150.0
532	20:13:09.164	19350		150.0
533	20:13:09.194	19500		150.0
534	20:13:09.209	19650		150.0
535	20:13:09.223	19800		150.0
536	20:13:09.239	19950		150.0
537	20:13:09.254	0		50.0
538	20:13:09.269	150		150.0
539	20:13:09.284	300		150.0
540	20:13:09.299	450		150.0
541	20:13:09.315	600		150.0
542	20:13:09.330	750		150.0
543	20:13:09.345	900		150.0
544	20:13:09.359	1050		150.0
545	20:13:09.374	1200		150.0
546	20:13:09.389	1350		150.0
547	20:13:09.419	1500		150.0
548	20:13:09.434	1650		150.0
549	20:13:09.449	1800		150.0
550	20:13:09.464	1950		150.0
551	20:13:09.479	2100		150.0
552	20:13:09.494	2250		150.0
553	20:13:09.509	2400		150.0
554	20:13:09.524	2550		150.0
555	20:13:09.539	2700		150.0
556	20:13:09.554	2850		150.0
557	20:13:09.584	3000		150.0
558	20:13:09.599	3150		150.0
559	20:13:09.615	3300		150.0
560	20:13:09.629	3450		150.0
561	20:13:09.645	3600		150.0
562	20:13:09.674	3750		150.0
563	20:13:09.689	3900		150.0
564	20:13:09.704	4050		150.0
565	20:13:09.719	4200		150.0
566	20:13:09.733	4350		150.0
567	20:13:09.749	4500		150.0
568	20:13:09.764	4650		150.0
569	20:13:09.779	4800		150.0
570	20:13:09.809	4950		150.0
571	20:13:09.824	5100		150.0
572	20:13:09.838	5250		150.0
573	20:13:09.854	5400		150.0
574	20:13:09.869	5550		150.0
575	20:13:09.884	5700		150.0
576	20:13:09.899	5850		150.0
577	20:13:09.915	6000		150.0
578	20:13:09.931	6150		150.0
579	20:13:09.959	6300		150.0
580	20:13:09.974	6450		150.0
581	20:13:09.989	6600		150.0
582	20:13:10.004	6750		150.0
583	20:13:10.019	6900		150.0
584	20:13:10.034	7050		150.0
585	20:13:10.049	7200		150.0
586	20:13:10.064	7350		150.0
587	20:13:10.079	7500		150.0
588	20:13:10.094	7650		150.0
589	20:13:10.122	7800		150.0
590	20:13:10.138	7950		150.0
591	20:13:10.153	8100		150.0
592	20:13:10.168	8250		150.0
593	20:13:10.183	8400		150.0
594	20:13:10.198	8550		150.0
595	20:13:10.213	8700		150.0
596	20:13:10.228	8850		150.0
597	20:13:10.243	9000		150.0
598	20:13:10.272	9150		150.0
599	20:13:10.288	9300		150.0
600	20:13:10.303	9450		150.0
601	20:13:10.318	9600		150.0
602	20:13:10.333	9750		150.0
603	20:13:10.348	9900		150.0
604	20:13:10.363	10050		150.0
605	20:13:10.378	10200		150.0
606	20:13:10.393	10350		150.0
607	20:13:10.421	10500		150.0
608	20:13:10.438	10650		150.0
609	20:13:10.453	10800		150.0
610	20:13:10.468	10950		150.0
611	20:13:10.483	11100		150.0
612	20:13:10.498	11250		150.0
613	20:13:10.513	11400		150.0
614	20:13:10.530	11550		150.0
615	20:13:10.545	11700		150.0
616	20:13:10.574	11850		150.0
617	20:13:10.589	12000		150.0
618	20:13:10.604	12150		150.0
619	20:13:10.619	12300		150.0
620	20:13:10.634	12450		150.0
621	20:13:10.649	12600		150.0
622	20:13:10.664	12750		150.0
623	20:13:10.679	12900		150.0
624	20:13:10.694	13050		150.0
625	20:13:10.709	13200		150.0
626	20:13:10.739	13350		150.0
627	20:13:10.754	13500		150.0
628	20:13:10.769	13650		150.0
629	20:13:10.784	13800		150.0
630	20:13:10.815	13950		150.0
631	20:13:10.830	14100		150.0
632	20:13:10.844	14250		150.0
633	20:13:10.858	14400		150.0
634	20:13:10.874	14550		150.0
635	20:13:10.889	14700		150.0
636	20:13:10.904	14850		150.0
637	20:13:10.919	15000		150.0
638	20:13:10.934	15150		150.0
639	20:13:10.963	15300		150.0
640	20:13:10.979	15450		150.0
641	20:13:10.994	15600		150.0
642	20:13:11.009	15750		150.0
643	20:13:11.024	15900		150.0
644	20:13:11.039	16050		150.0
645	20:13:11.054	16200		150.0
646	20:13:11.069	16350		150.0
647	20:13:11.084	16500		150.0
648	20:13:11.115	16650		150.0
649	20:13:11.130	16800		150.0
650	20:13:11.145	16950		150.0
651	20:13:11.159	17100		150.0
652	20:13:11.174	17250		150.0
653	20:13:11.189	17400		150.0
654	20:13:11.204	17550		150.0
655	20:13:11.219	17700		150.0
656	20:13:11.234	17850		150.0
657	20:13:11.249	18000		150.0
658	20:13:11.278	18150		150.0
659	20:13:11.294	18300		150.0
660	20:13:11.309	18450		150.0
661	20:13:11.324	18600		150.0
662	20:13:11.352	18750		150.0
663	20:13:11.368	18900		150.0
664	20:13:11.384	19050		150.0
665	20:13:11.399	19200		150.0
666	20:13:11.415	19350		150.0
667	20:13:11.430	19500		150.0
668	20:13:11.445	19650		150.0
669	20:13:11.459	19800		150.0
670	20:13:11.473	19950		150.0
671	20:13:11.502	0		50.0
672	20:13:11.519	150		150.0
673	20:13:11.534	300		150.0
674	20:13:11.549	450		150.0
675	20:13:11.564	600		150.0
676	20:13:11.579	750		150.0
677	20:13:11.594	900		150.0
678	20:13:11.609	1050		150.0
679	20:13:11.624	1200		150.0
680	20:13:11.639	1350		150.0
681	20:13:11.669	1500		150.0
682	20:13:11.684	1650		150.0
683	20:13:11.699	1800		150.0
684	20:13:11.715	1950		150.0
685	20:13:11.730	2100		150.0
686	20:13:11.745	2250		150.0
687	20:13:11.759	2400		150.0
688	20:13:11.789	2550		150.0
689	20:13:11.804	2700		150.0
690	20:13:11.819	2850		150.0
691	20:13:11.834	3000		150.0
692	20:13:11.849	3150		150.0
693	20:13:11.864	3300		150.0
694	20:13:11.894	3450		150.0
695	20:13:11.909	3600		150.0
696	20:13:11.924	3750		150.0
697	20:13:11.939	3900		150.0
698	20:13:11.954	4050		150.0
699	20:13:11.968	4200		150.0
700	20:13:11.983	4350		150.0
701	20:13:11.998	4500		150.0
702	20:13:12.014	4650		150.0
703	20:13:12.042	4800		150.0
704	20:13:12.058	4950		150.0
705	20:13:12.073	5100		150.0
706	20:13:12.088	5250		150.0
707	20:13:12.103	5400		150.0
708	20:13:12.118	5550		150.0
709	20:13:12.133	5700		150.0
710	20:13:12.148	5850		150.0
711	20:13:12.163	6000		150.0
712	20:13:12.178	6150		150.0
713	20:13:12.207	6300		150.0
714	20:13:12.224	6450		150.0
715	20:13:12.239	6600		150.0
716	20:13:12.254	6750		150.0
717	20:13:12.269	6900		150.0
718	20:13:12.284	7050		150.0
719	20:13:12.298	7200		150.0
720	20:13:12.313	7350		150.0
721	20:13:12.328	7500		150.0
722	20:13:12.357	7650		150.0
723	20:13:12.373	7800		150.0
724	20:13:12.388	7950		150.0
725	20:13:12.403	8100		150.0
726	20:13:12.432	8250		150.0
727	20:13:12.448	8400		150.0
728	20:13:12.463	8550		150.0
729	20:13:12.478	8700		150.0
730	20:13:12.493	8850		150.0
731	20:13:12.508	9000		150.0
732	20:13:12.524	9150		150.0
733	20:13:12.539	9300		150.0
734	20:13:12.568	9450		150.0
735	20:13:12.584	9600		150.0
736	20:13:12.599	9750		150.0
737	20:13:12.615	9900		150.0
738	20:13:12.630	10050		150.0
739	20:13:12.646	10200		150.0
740	20:13:12.659	10350		150.0
741	20:13:12.674	10500		150.0
742	20:13:12.689	10650		150.0
743	20:13:12.703	10800		150.0
744	20:13:12.719	10950		150.0
745	20:13:12.747	11100		150.0
746	20:13:12.764	11250		150.0
747	20:13:12.779	11400		150.0
748	20:13:12.794	11550		150.0
749	20:13:12.809	11700		150.0
750	20:13:12.824	11850		150.0
751	20:13:12.839	12000		150.0
752	20:13:12.854	12150		150.0
753	20:13:12.869	12300		150.0
754	20:13:12.899	12450		150.0
755	20:13:12.915	12600		150.0
756	20:13:12.930	12750		150.0
757	20:13:12.945	12900		150.0
758	20:13:12.959	13050		150.0
759	20:13:12.974	13200		150.0
760	20:13:12.989	13350		150.0
761	20:13:13.004	13500		150.0
762	20:13:13.019	13650		150.0
763	20:13:13.049	13800		150.0
764	20:13:13.064	13950		150.0
765	20:13:13.079	14100		150.0
766	20:13:13.094	14250		150.0
767	20:13:13.109	14400		150.0
768	20:13:13.124	14550		150.0
769	20:13:13.139	14700		150.0
770	20:13:13.154	14850		150.0
771	20:13:13.169	15000		150.0
772	20:13:13.199	15150		150.0
773	20:13:13.213	15300		150.0
774	20:13:13.230	15450		150.0
775	20:13:13.245	15600		150.0
776	20:13:13.259	15750		150.0
777	20:13:13.287	15900		150.0
778	20:13:13.304	16050		150.0
779	20:13:13.318	16200		150.0
780	20:13:13.334	16350		150.0
781	20:13:13.349	16500		150.0
782	20:13:13.364	16650		150.0
783	20:13:13.379	16800		150.0
784	20:13:13.394	16950		150.0
785	20:13:13.409	17100		150.0
786	20:13:13.439	17250		150.0
787	20:13:13.454	17400		150.0
