scan_time分析报告 - KB04122-主板固定60Hz发送5.txt
==================================================

基本统计信息:
  总数据包数: 1475
  有效scan_time数: 1475
  最大scan_time值: 19950
  最小scan_time值: 0
  scan_time范围: 19950

递增规律分析:
  理论递增值: 150
  实际平均递增值: 149.25
  递增值标准差: 8.61
  最小递增值: 50
  最大递增值: 150

重置分析:
  检测到重置次数: 11
  重置点位置: [134, 268, 402, 536, 670, 804, 938, 1072, 1206, 1340]...
  平均重置间隔: 122.9 包/次

一致性评估:
  一致性评分: 0.104 (1.0为完美一致)
  评估结果: 较差 - scan_time递增不稳定

详细数据:
序号	时间戳		scan_time	递增值
442	19:56:35.447	5850		150.0
443	19:56:35.462	6000		150.0
444	19:56:35.477	6150		150.0
445	19:56:35.508	6300		150.0
446	19:56:35.522	6450		150.0
447	19:56:35.536	6600		150.0
448	19:56:35.552	6750		150.0
449	19:56:35.567	6900		150.0
450	19:56:35.582	7050		150.0
451	19:56:35.597	7200		150.0
452	19:56:35.612	7350		150.0
453	19:56:35.627	7500		150.0
454	19:56:35.642	7650		150.0
455	19:56:35.672	7800		150.0
456	19:56:35.687	7950		150.0
457	19:56:35.702	8100		150.0
458	19:56:35.717	8250		150.0
459	19:56:35.732	8400		150.0
460	19:56:35.747	8550		150.0
461	19:56:35.762	8700		150.0
462	19:56:35.778	8850		150.0
463	19:56:35.793	9000		150.0
464	19:56:35.822	9150		150.0
465	19:56:35.837	9300		150.0
466	19:56:35.852	9450		150.0
467	19:56:35.867	9600		150.0
468	19:56:35.882	9750		150.0
469	19:56:35.897	9900		150.0
470	19:56:35.912	10050		150.0
471	19:56:35.927	10200		150.0
472	19:56:35.941	10350		150.0
473	19:56:35.970	10500		150.0
474	19:56:35.987	10650		150.0
475	19:56:36.002	10800		150.0
476	19:56:36.017	10950		150.0
477	19:56:36.032	11100		150.0
478	19:56:36.046	11250		150.0
479	19:56:36.062	11400		150.0
480	19:56:36.078	11550		150.0
481	19:56:36.093	11700		150.0
482	19:56:36.108	11850		150.0
483	19:56:36.137	12000		150.0
484	19:56:36.151	12150		150.0
485	19:56:36.167	12300		150.0
486	19:56:36.182	12450		150.0
487	19:56:36.197	12600		150.0
488	19:56:36.212	12750		150.0
489	19:56:36.227	12900		150.0
490	19:56:36.242	13050		150.0
491	19:56:36.257	13200		150.0
492	19:56:36.287	13350		150.0
493	19:56:36.302	13500		150.0
494	19:56:36.317	13650		150.0
495	19:56:36.332	13800		150.0
496	19:56:36.347	13950		150.0
497	19:56:36.362	14100		150.0
498	19:56:36.378	14250		150.0
499	19:56:36.392	14400		150.0
500	19:56:36.408	14550		150.0
501	19:56:36.422	14700		150.0
502	19:56:36.452	14850		150.0
503	19:56:36.467	15000		150.0
504	19:56:36.482	15150		150.0
505	19:56:36.497	15300		150.0
506	19:56:36.512	15450		150.0
507	19:56:36.527	15600		150.0
508	19:56:36.542	15750		150.0
509	19:56:36.556	15900		150.0
510	19:56:36.572	16050		150.0
511	19:56:36.602	16200		150.0
512	19:56:36.617	16350		150.0
513	19:56:36.632	16500		150.0
514	19:56:36.647	16650		150.0
515	19:56:36.661	16800		150.0
516	19:56:36.677	16950		150.0
517	19:56:36.693	17100		150.0
518	19:56:36.708	17250		150.0
519	19:56:36.722	17400		150.0
520	19:56:36.737	17550		150.0
521	19:56:36.766	17700		150.0
522	19:56:36.782	17850		150.0
523	19:56:36.797	18000		150.0
524	19:56:36.812	18150		150.0
525	19:56:36.827	18300		150.0
526	19:56:36.842	18450		150.0
527	19:56:36.857	18600		150.0
528	19:56:36.872	18750		150.0
529	19:56:36.887	18900		150.0
530	19:56:36.915	19050		150.0
531	19:56:36.932	19200		150.0
532	19:56:36.947	19350		150.0
533	19:56:36.962	19500		150.0
534	19:56:36.978	19650		150.0
535	19:56:36.993	19800		150.0
536	19:56:37.008	19950		150.0
537	19:56:37.022	0		50.0
538	19:56:37.037	150		150.0
539	19:56:37.052	300		150.0
540	19:56:37.095	450		150.0
541	19:56:37.112	600		150.0
542	19:56:37.127	750		150.0
543	19:56:37.142	900		150.0
544	19:56:37.157	1050		150.0
545	19:56:37.171	1200		150.0
546	19:56:37.187	1350		150.0
547	19:56:37.202	1500		150.0
548	19:56:37.217	1650		150.0
549	19:56:37.232	1800		150.0
550	19:56:37.247	1950		150.0
551	19:56:37.262	2100		150.0
552	19:56:37.276	2250		150.0
553	19:56:37.293	2400		150.0
554	19:56:37.322	2550		150.0
555	19:56:37.337	2700		150.0
556	19:56:37.352	2850		150.0
557	19:56:37.367	3000		150.0
558	19:56:37.382	3150		150.0
559	19:56:37.397	3300		150.0
560	19:56:37.412	3450		150.0
561	19:56:37.427	3600		150.0
562	19:56:37.442	3750		150.0
563	19:56:37.457	3900		150.0
564	19:56:37.472	4050		150.0
565	19:56:37.487	4200		150.0
