scan_time分析报告 - KB04122-主板固定60Hz发送1.txt
==================================================

基本统计信息:
  总数据包数: 1447
  有效scan_time数: 1447
  最大scan_time值: 19950
  最小scan_time值: 0
  scan_time范围: 19950

递增规律分析:
  理论递增值: 150
  实际平均递增值: 150.00
  递增值标准差: 0.00
  最小递增值: 150
  最大递增值: 150

重置分析:
  检测到重置次数: 11
  重置点位置: [106, 240, 374, 508, 642, 776, 910, 1044, 1178, 1312]...
  平均重置间隔: 120.6 包/次

一致性评估:
  一致性评分: 1.000 (1.0为完美一致)
  评估结果: 优秀 - scan_time递增非常稳定

详细数据:
序号	时间戳		scan_time	递增值
612	19:47:43.566	15450		150.0
613	19:47:43.581	15600		150.0
614	19:47:43.581	15750		150.0
615	19:47:43.596	15900		150.0
616	19:47:43.611	16050		150.0
617	19:47:43.626	16200		150.0
618	19:47:43.641	16350		150.0
619	19:47:43.656	16500		150.0
620	19:47:43.670	16650		150.0
621	19:47:43.686	16800		150.0
622	19:47:43.701	16950		150.0
623	19:47:43.731	17100		150.0
624	19:47:43.746	17250		150.0
625	19:47:43.759	17400		150.0
626	19:47:43.774	17550		150.0
627	19:47:43.789	17700		150.0
628	19:47:43.818	17850		150.0
629	19:47:43.834	18000		150.0
630	19:47:43.849	18150		150.0
631	19:47:43.864	18300		150.0
632	19:47:43.879	18450		150.0
633	19:47:43.894	18600		150.0
634	19:47:43.909	18750		150.0
635	19:47:43.924	18900		150.0
636	19:47:43.939	19050		150.0
637	19:47:43.954	19200		150.0
638	19:47:43.983	19350		150.0
639	19:47:44.013	19500		150.0
640	19:47:44.029	19650		150.0
641	19:47:44.044	19800		150.0
642	19:47:44.059	19950		150.0
643	19:47:44.074	0		150.0
644	19:47:44.103	150		150.0
645	19:47:44.119	300		150.0
646	19:47:44.134	450		150.0
647	19:47:44.149	600		150.0
648	19:47:44.164	750		150.0
649	19:47:44.179	900		150.0
650	19:47:44.194	1050		150.0
651	19:47:44.209	1200		150.0
652	19:47:44.224	1350		150.0
653	19:47:44.239	1500		150.0
654	19:47:44.254	1650		150.0
655	19:47:44.269	1800		150.0
656	19:47:44.284	1950		150.0
657	19:47:44.299	2100		150.0
658	19:47:44.314	2250		150.0
659	19:47:44.343	2400		150.0
660	19:47:44.359	2550		150.0
661	19:47:44.374	2700		150.0
662	19:47:44.389	2850		150.0
663	19:47:44.404	3000		150.0
664	19:47:44.419	3150		150.0
665	19:47:44.448	3300		150.0
666	19:47:44.464	3450		150.0
667	19:47:44.479	3600		150.0
668	19:47:44.494	3750		150.0
669	19:47:44.523	3900		150.0
670	19:47:44.539	4050		150.0
671	19:47:44.554	4200		150.0
672	19:47:44.569	4350		150.0
673	19:47:44.584	4500		150.0
674	19:47:44.599	4650		150.0
675	19:47:44.614	4800		150.0
676	19:47:44.629	4950		150.0
677	19:47:44.644	5100		150.0
678	19:47:44.659	5250		150.0
679	19:47:44.674	5400		150.0
680	19:47:44.689	5550		150.0
681	19:47:44.719	5700		150.0
682	19:47:44.736	5850		150.0
683	19:47:44.751	6000		150.0
684	19:47:44.764	6150		150.0
685	19:47:44.779	6300		150.0
686	19:47:44.794	6450		150.0
687	19:47:44.809	6600		150.0
688	19:47:44.824	6750		150.0
689	19:47:44.853	6900		150.0
690	19:47:44.869	7050		150.0
691	19:47:44.884	7200		150.0
692	19:47:44.899	7350		150.0
693	19:47:44.914	7500		150.0
694	19:47:44.929	7650		150.0
695	19:47:44.944	7800		150.0
696	19:47:44.959	7950		150.0
697	19:47:44.974	8100		150.0
698	19:47:44.989	8250		150.0
699	19:47:45.004	8400		150.0
700	19:47:45.019	8550		150.0
701	19:47:45.034	8700		150.0
702	19:47:45.063	8850		150.0
703	19:47:45.079	9000		150.0
704	19:47:45.094	9150		150.0
705	19:47:45.109	9300		150.0
706	19:47:45.138	9450		150.0
707	19:47:45.154	9600		150.0
708	19:47:45.169	9750		150.0
709	19:47:45.184	9900		150.0
710	19:47:45.199	10050		150.0
711	19:47:45.228	10200		150.0
712	19:47:45.244	10350		150.0
713	19:47:45.260	10500		150.0
714	19:47:45.260	10650		150.0
715	19:47:45.260	10800		150.0
716	19:47:45.288	10950		150.0
717	19:47:45.304	11100		150.0
718	19:47:45.319	11250		150.0
719	19:47:45.334	11400		150.0
720	19:47:45.349	11550		150.0
721	19:47:45.364	11700		150.0
722	19:47:45.379	11850		150.0
723	19:47:45.394	12000		150.0
724	19:47:45.409	12150		150.0
725	19:47:45.424	12300		150.0
726	19:47:45.468	12450		150.0
727	19:47:45.485	12600		150.0
728	19:47:45.501	12750		150.0
729	19:47:45.514	12900		150.0
