scan_time分析报告 - beisi_check_66Hz.txt
==================================================

基本统计信息:
  总数据包数: 1475
  有效scan_time数: 1475
  最大scan_time值: 19950
  最小scan_time值: 0
  scan_time范围: 19950

递增规律分析:
  理论递增值: 150
  实际平均递增值: 150.00
  递增值标准差: 0.00
  最小递增值: 150
  最大递增值: 150

重置分析:
  检测到重置次数: 11
  重置点位置: [134, 268, 402, 536, 670, 804, 938, 1072, 1206, 1340]...
  平均重置间隔: 122.9 包/次

一致性评估:
  一致性评分: 1.000 (1.0为完美一致)
  评估结果: 优秀 - scan_time递增非常稳定

详细数据:
序号	时间戳		scan_time	递增值
337	16:12:33.198	10200		150.0
338	16:12:33.214	10350		150.0
339	16:12:33.229	10500		150.0
340	16:12:33.244	10650		150.0
341	16:12:33.259	10800		150.0
342	16:12:33.274	10950		150.0
343	16:12:33.289	11100		150.0
344	16:12:33.304	11250		150.0
345	16:12:33.319	11400		150.0
346	16:12:33.333	11550		150.0
347	16:12:33.349	11700		150.0
348	16:12:33.364	11850		150.0
349	16:12:33.379	12000		150.0
350	16:12:33.394	12150		150.0
351	16:12:33.409	12300		150.0
352	16:12:33.424	12450		150.0
353	16:12:33.439	12600		150.0
354	16:12:33.453	12750		150.0
355	16:12:33.468	12900		150.0
356	16:12:33.484	13050		150.0
357	16:12:33.499	13200		150.0
358	16:12:33.514	13350		150.0
359	16:12:33.529	13500		150.0
360	16:12:33.544	13650		150.0
361	16:12:33.559	13800		150.0
362	16:12:33.574	13950		150.0
363	16:12:33.589	14100		150.0
364	16:12:33.604	14250		150.0
365	16:12:33.619	14400		150.0
366	16:12:33.634	14550		150.0
367	16:12:33.649	14700		150.0
368	16:12:33.664	14850		150.0
369	16:12:33.679	15000		150.0
370	16:12:33.694	15150		150.0
371	16:12:33.709	15300		150.0
372	16:12:33.724	15450		150.0
373	16:12:33.738	15600		150.0
374	16:12:33.753	15750		150.0
375	16:12:33.768	15900		150.0
376	16:12:33.783	16050		150.0
377	16:12:33.799	16200		150.0
378	16:12:33.813	16350		150.0
379	16:12:33.829	16500		150.0
380	16:12:33.844	16650		150.0
381	16:12:33.859	16800		150.0
382	16:12:33.874	16950		150.0
383	16:12:33.889	17100		150.0
384	16:12:33.904	17250		150.0
385	16:12:33.919	17400		150.0
386	16:12:33.934	17550		150.0
387	16:12:33.949	17700		150.0
388	16:12:33.964	17850		150.0
389	16:12:33.979	18000		150.0
390	16:12:33.994	18150		150.0
391	16:12:34.009	18300		150.0
392	16:12:34.024	18450		150.0
393	16:12:34.039	18600		150.0
394	16:12:34.054	18750		150.0
395	16:12:34.069	18900		150.0
396	16:12:34.084	19050		150.0
397	16:12:34.099	19200		150.0
398	16:12:34.113	19350		150.0
399	16:12:34.129	19500		150.0
400	16:12:34.143	19650		150.0
401	16:12:34.159	19800		150.0
402	16:12:34.174	19950		150.0
403	16:12:34.189	0		150.0
404	16:12:34.204	150		150.0
405	16:12:34.219	300		150.0
406	16:12:34.234	450		150.0
407	16:12:34.249	600		150.0
408	16:12:34.264	750		150.0
409	16:12:34.279	900		150.0
410	16:12:34.294	1050		150.0
411	16:12:34.309	1200		150.0
412	16:12:34.324	1350		150.0
413	16:12:34.339	1500		150.0
414	16:12:34.353	1650		150.0
415	16:12:34.368	1800		150.0
416	16:12:34.384	1950		150.0
417	16:12:34.399	2100		150.0
418	16:12:34.414	2250		150.0
419	16:12:34.444	2400		150.0
420	16:12:34.459	2550		150.0
421	16:12:34.474	2700		150.0
422	16:12:34.489	2850		150.0
423	16:12:34.504	3000		150.0
424	16:12:34.519	3150		150.0
425	16:12:34.534	3300		150.0
426	16:12:34.549	3450		150.0
427	16:12:34.564	3600		150.0
428	16:12:34.579	3750		150.0
429	16:12:34.594	3900		150.0
430	16:12:34.609	4050		150.0
431	16:12:34.624	4200		150.0
432	16:12:34.639	4350		150.0
433	16:12:34.654	4500		150.0
434	16:12:34.668	4650		150.0
435	16:12:34.684	4800		150.0
436	16:12:34.698	4950		150.0
437	16:12:34.714	5100		150.0
438	16:12:34.729	5250		150.0
439	16:12:34.744	5400		150.0
440	16:12:34.759	5550		150.0
441	16:12:34.774	5700		150.0
442	16:12:34.789	5850		150.0
443	16:12:34.804	6000		150.0
444	16:12:34.819	6150		150.0
445	16:12:34.834	6300		150.0
446	16:12:34.849	6450		150.0
447	16:12:34.864	6600		150.0
448	16:12:34.879	6750		150.0
449	16:12:34.894	6900		150.0
450	16:12:34.909	7050		150.0
451	16:12:34.924	7200		150.0
452	16:12:34.939	7350		150.0
453	16:12:34.954	7500		150.0
454	16:12:34.969	7650		150.0
