name,type,start_time,duration,"rom_command","data"
"1-Wire","reset",2025-09-04T08:22:09.601570458+00:00,0.014975833,,
"1-Wire","reset",2025-09-04T08:22:09.616611833+00:00,0.014873292,,
"1-Wire","reset",2025-09-04T08:22:09.631531625+00:00,0.015022125,,
"1-Wire","reset",2025-09-04T08:22:09.646590750+00:00,0.014908542,,
"1-Wire","reset",2025-09-04T08:22:09.661545750+00:00,0.014930958,,
"1-Wire","reset",2025-09-04T08:22:09.676532667+00:00,0.015033917,,
"1-Wire","reset",2025-09-04T08:22:09.691613083+00:00,0.014927625,,
"1-Wire","reset",2025-09-04T08:22:09.706587167+00:00,0.014972042,,
"1-Wire","reset",2025-09-04T08:22:09.721624750+00:00,0.014908333,,
"1-Wire","reset",2025-09-04T08:22:09.736579458+00:00,0.014890208,,
"1-Wire","reset",2025-09-04T08:22:09.751544583+00:00,0.015016583,,
"1-Wire","reset",2025-09-04T08:22:09.766645625+00:00,0.014910708,,
"1-Wire","reset",2025-09-04T08:22:09.781631250+00:00,0.014906125,,
"1-Wire","reset",2025-09-04T08:22:09.796612292+00:00,0.014955,,
"1-Wire","reset",2025-09-04T08:22:09.811642208+00:00,0.014893833,,
"1-Wire","reset",2025-09-04T08:22:09.826620458+00:00,0.014873417,,
"1-Wire","reset",2025-09-04T08:22:09.841578500+00:00,0.014927042,,
"1-Wire","reset",2025-09-04T08:22:09.856590000+00:00,0.014948,,
"1-Wire","reset",2025-09-04T08:22:09.871631958+00:00,0.014921458,,
"1-Wire","reset",2025-09-04T08:22:09.886628333+00:00,0.014902833,,
"1-Wire","reset",2025-09-04T08:22:09.901606125+00:00,0.014962542,,
"1-Wire","reset",2025-09-04T08:22:09.916634125+00:00,0.014891292,,
"1-Wire","reset",2025-09-04T08:22:09.931609875+00:00,0.014873667,,
"1-Wire","reset",2025-09-04T08:22:09.946558042+00:00,0.01500325,,
"1-Wire","reset",2025-09-04T08:22:09.961645333+00:00,0.014905583,,
"1-Wire","reset",2025-09-04T08:22:09.976625042+00:00,0.014838833,,
"1-Wire","reset",2025-09-04T08:22:09.991538167+00:00,0.014934417,,
"1-Wire","reset",2025-09-04T08:22:10.006546750+00:00,0.014982208,,
"1-Wire","reset",2025-09-04T08:22:10.021603458+00:00,0.014943208,,
"1-Wire","reset",2025-09-04T08:22:10.036583583+00:00,0.0149645,,
"1-Wire","reset",2025-09-04T08:22:10.051604083+00:00,0.014945125,,
"1-Wire","reset",2025-09-04T08:22:10.066605208+00:00,0.014873542,,
"1-Wire","reset",2025-09-04T08:22:10.081563125+00:00,0.015019792,,
"1-Wire","reset",2025-09-04T08:22:10.096667333+00:00,0.014842917,,
"1-Wire","reset",2025-09-04T08:22:10.111575708+00:00,0.014959375,,
"1-Wire","reset",2025-09-04T08:22:10.126600458+00:00,0.014964625,,
"1-Wire","reset",2025-09-04T08:22:10.141649500+00:00,0.014860625,,
"1-Wire","reset",2025-09-04T08:22:10.156585000+00:00,0.014950917,,
