name,type,start_time,duration
"1-Wire","reset",2025-09-03T06:58:43.316225250+00:00,0.022068333
"1-Wire","reset",2025-09-03T06:58:43.338328583+00:00,0.014878042
"1-Wire","reset",2025-09-03T06:58:43.353251083+00:00,0.014908083
"1-Wire","reset",2025-09-03T06:58:43.368194167+00:00,0.014906792
"1-Wire","reset",2025-09-03T06:58:43.383154833+00:00,0.014925208
"1-Wire","reset",2025-09-03T06:58:43.398143458+00:00,0.014906042
"1-Wire","reset",2025-09-03T06:58:43.413103375+00:00,0.014941125
"1-Wire","reset",2025-09-03T06:58:43.428088917+00:00,0.014877833
"1-Wire","reset",2025-09-03T06:58:43.443020583+00:00,0.014899667
"1-Wire","reset",2025-09-03T06:58:43.457983583+00:00,0.014882292
"1-Wire","reset",2025-09-03T06:58:43.472928833+00:00,0.014889083
"1-Wire","reset",2025-09-03T06:58:43.487880875+00:00,0.014929667
"1-Wire","reset",2025-09-03T06:58:43.502845500+00:00,0.014948417
"1-Wire","reset",2025-09-03T06:58:43.517828917+00:00,0.014899833
"1-Wire","reset",2025-09-03T06:58:43.532754292+00:00,0.014985417
"1-Wire","reset",2025-09-03T06:58:43.547784167+00:00,0.01488025
"1-Wire","reset",2025-09-03T06:58:43.562699417+00:00,0.014939
"1-Wire","reset",2025-09-03T06:58:43.577654458+00:00,0.015012417
"1-Wire","reset",2025-09-03T06:58:43.592692417+00:00,0.014968167
"1-Wire","reset",2025-09-03T06:58:43.607676667+00:00,0.014870833
"1-Wire","reset",2025-09-03T06:58:43.622573042+00:00,0.014955083
"1-Wire","reset",2025-09-03T06:58:43.637544208+00:00,0.014962208
"1-Wire","reset",2025-09-03T06:58:43.652541417+00:00,0.014917792
"1-Wire","reset",2025-09-03T06:58:43.667475250+00:00,0.014957042
"1-Wire","reset",2025-09-03T06:58:43.682457833+00:00,0.01495
"1-Wire","reset",2025-09-03T06:58:43.697433375+00:00,0.014921375
"1-Wire","reset",2025-09-03T06:58:43.712380292+00:00,0.014929542
"1-Wire","reset",2025-09-03T06:58:43.727335375+00:00,0.014962208
"1-Wire","reset",2025-09-03T06:58:43.742323125+00:00,0.014949083
"1-Wire","reset",2025-09-03T06:58:43.757297750+00:00,0.014878125
"1-Wire","reset",2025-09-03T06:58:43.772201417+00:00,0.014950417
"1-Wire","reset",2025-09-03T06:58:43.787177375+00:00,0.014988333
"1-Wire","reset",2025-09-03T06:58:43.802181792+00:00,0.0149115
"1-Wire","reset",2025-09-03T06:58:43.817118833+00:00,0.0149665
"1-Wire","reset",2025-09-03T06:58:43.832110875+00:00,0.01492
"1-Wire","reset",2025-09-03T06:58:43.847065875+00:00,0.014930708
"1-Wire","reset",2025-09-03T06:58:43.862012667+00:00,0.014911583
"1-Wire","reset",2025-09-03T06:58:43.876940333+00:00,0.015020792
