name,type,start_time,duration
"1-Wire","reset",2025-09-04T08:03:40.751189167+00:00,0.014806708
"1-Wire","reset",2025-09-04T08:03:40.766061458+00:00,0.014974792
"1-Wire","reset",2025-09-04T08:03:40.781092292+00:00,0.014769625
"1-Wire","reset",2025-09-04T08:03:40.795908208+00:00,0.014957458
"1-Wire","reset",2025-09-04T08:03:40.810912000+00:00,0.014931458
"1-Wire","reset",2025-09-04T08:03:40.825918333+00:00,0.014720833
"1-Wire","reset",2025-09-04T08:03:40.840694500+00:00,0.015142333
"1-Wire","reset",2025-09-04T08:03:40.855920958+00:00,0.014924458
"1-Wire","reset",2025-09-04T08:03:40.870891750+00:00,0.01495425
"1-Wire","reset",2025-09-04T08:03:40.885892292+00:00,0.014956083
"1-Wire","reset",2025-09-04T08:03:40.900894708+00:00,0.015004708
"1-Wire","reset",2025-09-04T08:03:40.915936333+00:00,0.014888167
"1-Wire","reset",2025-09-04T08:03:40.930889750+00:00,0.014947
"1-Wire","reset",2025-09-04T08:03:40.945873583+00:00,0.014976875
"1-Wire","reset",2025-09-04T08:03:40.960896792+00:00,0.014934667
"1-Wire","reset",2025-09-04T08:03:40.975868333+00:00,0.014982417
"1-Wire","reset",2025-09-04T08:03:40.990897042+00:00,0.014874292
"1-Wire","reset",2025-09-04T08:03:41.005845958+00:00,0.014999042
"1-Wire","reset",2025-09-04T08:03:41.020929250+00:00,0.014982208
"1-Wire","reset",2025-09-04T08:03:41.035986417+00:00,0.014849333
"1-Wire","reset",2025-09-04T08:03:41.050910208+00:00,0.014717125
"1-Wire","reset",2025-09-04T08:03:41.065701667+00:00,0.015203917
"1-Wire","reset",2025-09-04T08:03:41.080980333+00:00,0.014870583
"1-Wire","reset",2025-09-04T08:03:41.095934667+00:00,0.014907083
"1-Wire","reset",2025-09-04T08:03:41.110897542+00:00,0.014991167
"1-Wire","reset",2025-09-04T08:03:41.125944667+00:00,0.014887875
"1-Wire","reset",2025-09-04T08:03:41.140878875+00:00,0.01473625
"1-Wire","reset",2025-09-04T08:03:41.155708417+00:00,0.015134792
"1-Wire","reset",2025-09-04T08:03:41.170927042+00:00,0.015022542
"1-Wire","reset",2025-09-04T08:03:41.186033208+00:00,0.01480175
"1-Wire","reset",2025-09-04T08:03:41.200919292+00:00,0.014710292
"1-Wire","reset",2025-09-04T08:03:41.215694458+00:00,0.015168375
"1-Wire","reset",2025-09-04T08:03:41.230937500+00:00,0.014907417
"1-Wire","reset",2025-09-04T08:03:41.245928625+00:00,0.014909083
"1-Wire","reset",2025-09-04T08:03:41.260903083+00:00,0.014922
"1-Wire","reset",2025-09-04T08:03:41.275871417+00:00,0.015003208
"1-Wire","reset",2025-09-04T08:03:41.290921000+00:00,0.014912167
"1-Wire","reset",2025-09-04T08:03:41.305898500+00:00,0.014952542
"1-Wire","reset",2025-09-04T08:03:41.320916375+00:00,0.014919292
"1-Wire","reset",2025-09-04T08:03:41.335900917+00:00,0.014961458
"1-Wire","reset",2025-09-04T08:03:41.350918292+00:00,0.014901042
"1-Wire","reset",2025-09-04T08:03:41.365875125+00:00,0.014979875
"1-Wire","reset",2025-09-04T08:03:41.380939333+00:00,0.014939083
"1-Wire","reset",2025-09-04T08:03:41.395953333+00:00,0.01491475
"1-Wire","reset",2025-09-04T08:03:41.410962000+00:00,0.014917625
"1-Wire","reset",2025-09-04T08:03:41.425973542+00:00,0.014913625
"1-Wire","reset",2025-09-04T08:03:41.440962125+00:00,0.01491275
"1-Wire","reset",2025-09-04T08:03:41.455959292+00:00,0.014904417
"1-Wire","reset",2025-09-04T08:03:41.470948083+00:00,0.014913
"1-Wire","reset",2025-09-04T08:03:41.485935917+00:00,0.0149725
"1-Wire","reset",2025-09-04T08:03:41.500983375+00:00,0.014891667
"1-Wire","reset",2025-09-04T08:03:41.515940625+00:00,0.01492125
"1-Wire","reset",2025-09-04T08:03:41.530936750+00:00,0.014931458
"1-Wire","reset",2025-09-04T08:03:41.545933583+00:00,0.014931208
"1-Wire","reset",2025-09-04T08:03:41.560930167+00:00,0.0149545
"1-Wire","reset",2025-09-04T08:03:41.575959583+00:00,0.014940875
"1-Wire","reset",2025-09-04T08:03:41.590975375+00:00,0.014942208
"1-Wire","reset",2025-09-04T08:03:41.606011042+00:00,0.014756
"1-Wire","reset",2025-09-04T08:03:41.620831875+00:00,0.015137625
"1-Wire","reset",2025-09-04T08:03:41.636053167+00:00,0.014721625
"1-Wire","reset",2025-09-04T08:03:41.650821042+00:00,0.015160792
"1-Wire","reset",2025-09-04T08:03:41.666018833+00:00,0.014975583
"1-Wire","reset",2025-09-04T08:03:41.681050500+00:00,0.0148705
"1-Wire","reset",2025-09-04T08:03:41.695976875+00:00,0.015007125
"1-Wire","reset",2025-09-04T08:03:41.711059208+00:00,0.014814375
"1-Wire","reset",2025-09-04T08:03:41.725938583+00:00,0.015039542
"1-Wire","reset",2025-09-04T08:03:41.741052792+00:00,0.014914
"1-Wire","reset",2025-09-04T08:03:41.756050458+00:00,0.014894875
"1-Wire","reset",2025-09-04T08:03:41.771019917+00:00,0.014823875
"1-Wire","reset",2025-09-04T08:03:41.785918667+00:00,0.015072167
"1-Wire","reset",2025-09-04T08:03:41.801037333+00:00,0.014906708
"1-Wire","reset",2025-09-04T08:03:41.816000000+00:00,0.014956458
"1-Wire","reset",2025-09-04T08:03:41.831012458+00:00,0.014966333
"1-Wire","reset",2025-09-04T08:03:41.846044417+00:00,0.014916875
"1-Wire","reset",2025-09-04T08:03:41.861007750+00:00,0.014944167
"1-Wire","reset",2025-09-04T08:03:41.876017458+00:00,0.014979667
"1-Wire","reset",2025-09-04T08:03:41.891034167+00:00,0.014917917
"1-Wire","reset",2025-09-04T08:03:41.906008125+00:00,0.014925917
"1-Wire","reset",2025-09-04T08:03:41.920999542+00:00,0.014886208
"1-Wire","reset",2025-09-04T08:03:41.935951167+00:00,0.015010708
"1-Wire","reset",2025-09-04T08:03:41.951046333+00:00,0.01488575
"1-Wire","reset",2025-09-04T08:03:41.966006958+00:00,0.014983292
"1-Wire","reset",2025-09-04T08:03:41.981065250+00:00,0.014929125
"1-Wire","reset",2025-09-04T08:03:41.996069375+00:00,0.014867292
"1-Wire","reset",2025-09-04T08:03:42.011030833+00:00,0.01498325
"1-Wire","reset",2025-09-04T08:03:42.026098583+00:00,0.014849833
"1-Wire","reset",2025-09-04T08:03:42.041032875+00:00,0.014924583
